genome_id,genome_name,species,cluster,cluster_size,genome_length,n_contigs,file,status
1280.52204,Staphylococcus aureus WUSa_oxa_MS030,Staphylococcus aureus,hc10:12517,1,2695748,24,genomes/1280.52204.fna,ok
1280.52205,Staphylococcus aureus WUSa_oxa_MS028,Staphylococcus aureus,hc10:12518,1,2774616,29,genomes/1280.52205.fna,ok
1280.52206,Staphylococcus aureus WUSa_oxa_MS031,Staphylococcus aureus,hc10:12519,1,2753737,24,genomes/1280.52206.fna,ok
1280.52207,Staphylococcus aureus WUSa_oxa_BOR029,Staphylococcus aureus,hc10:12520,1,2839650,60,genomes/1280.52207.fna,ok
1280.52208,Staphylococcus aureus WUSa_oxa_MS024,Staphylococcus aureus,hc10:12521,1,2706680,31,genomes/1280.52208.fna,ok
1280.52210,Staphylococcus aureus WUSa_oxa_MS021,Staphylococcus aureus,hc10:12523,1,2857438,31,genomes/1280.52210.fna,ok
1280.52211,Staphylococcus aureus WUSa_oxa_BOR026,Staphylococcus aureus,hc10:12524,1,2726708,21,genomes/1280.52211.fna,ok
1280.52212,Staphylococcus aureus WUSa_oxa_MS025,Staphylococcus aureus,hc10:12525,1,2705073,24,genomes/1280.52212.fna,ok
1280.52213,Staphylococcus aureus WUSa_oxa_BOR020,Staphylococcus aureus,hc10:12526,1,2792492,33,genomes/1280.52213.fna,ok
1280.52214,Staphylococcus aureus WUSa_oxa_BOR023,Staphylococcus aureus,hc10:12527,1,2817064,30,genomes/1280.52214.fna,ok
1280.52215,Staphylococcus aureus WUSa_oxa_MS018,Staphylococcus aureus,hc10:12528,1,2826152,37,genomes/1280.52215.fna,ok
1280.52217,Staphylococcus aureus WUSa_oxa_MS015,Staphylococcus aureus,hc10:12530,1,2850139,22,genomes/1280.52217.fna,ok
1280.52218,Staphylococcus aureus WUSa_oxa_MS017,Staphylococcus aureus,hc10:12531,1,2744822,22,genomes/1280.52218.fna,ok
1280.52219,Staphylococcus aureus WUSa_oxa_MS016,Staphylococcus aureus,hc10:12532,1,2783960,26,genomes/1280.52219.fna,ok
1280.52220,Staphylococcus aureus WUSa_oxa_BOR010,Staphylococcus aureus,hc10:12533,1,2863792,30,genomes/1280.52220.fna,ok
1280.52221,Staphylococcus aureus WUSa_oxa_MS013,Staphylococcus aureus,hc10:12534,1,2771366,20,genomes/1280.52221.fna,ok
1280.52222,Staphylococcus aureus WUSa_oxa_MS014,Staphylococcus aureus,hc10:12535,1,2720190,16,genomes/1280.52222.fna,ok
1280.52223,Staphylococcus aureus WUSa_oxa_MS011,Staphylococcus aureus,hc10:12536,1,2668436,35,genomes/1280.52223.fna,ok
1280.52224,Staphylococcus aureus WUSa_oxa_BOR012,Staphylococcus aureus,hc10:12537,1,2814929,24,genomes/1280.52224.fna,ok
1280.52225,Staphylococcus aureus WUSa_oxa_MS007,Staphylococcus aureus,hc10:12538,1,2679958,23,genomes/1280.52225.fna,ok
1280.52226,Staphylococcus aureus WUSa_oxa_MS009,Staphylococcus aureus,hc10:12539,1,2771902,17,genomes/1280.52226.fna,ok
1280.52227,Staphylococcus aureus WUSa_oxa_MS005,Staphylococcus aureus,hc10:12540,1,2796406,20,genomes/1280.52227.fna,ok
1280.52228,Staphylococcus aureus WUSa_oxa_MS008,Staphylococcus aureus,hc10:12541,1,2703471,23,genomes/1280.52228.fna,ok
1280.52229,Staphylococcus aureus WUSa_oxa_MS001,Staphylococcus aureus,hc10:12542,1,2811776,46,genomes/1280.52229.fna,ok
1280.52230,Staphylococcus aureus WUSa_oxa_MS004,Staphylococcus aureus,hc10:12543,1,2761597,25,genomes/1280.52230.fna,ok
1280.52231,Staphylococcus aureus WUSa_oxa_MS002,Staphylococcus aureus,hc10:12544,1,2815296,19,genomes/1280.52231.fna,ok
1280.52232,Staphylococcus aureus WUSa_oxa_MS003,Staphylococcus aureus,hc10:12545,1,2654746,23,genomes/1280.52232.fna,ok
1280.52233,Staphylococcus aureus WUSa_oxa_MS006,Staphylococcus aureus,hc10:12504,4,2682237,25,genomes/1280.52233.fna,ok
1280.59116,Staphylococcus aureus MRSA87,Staphylococcus aureus,nogroup:1280.59116,1,2928066,61,genomes/1280.59116.fna,ok
1280.59117,Staphylococcus aureus MRSA85,Staphylococcus aureus,nogroup:1280.59117,1,2839253,29,genomes/1280.59117.fna,ok
1280.59118,Staphylococcus aureus MRSA79,Staphylococcus aureus,nogroup:1280.59118,1,2770266,32,genomes/1280.59118.fna,ok
1280.59119,Staphylococcus aureus MRSA81,Staphylococcus aureus,nogroup:1280.59119,1,2910841,75,genomes/1280.59119.fna,ok
1280.59120,Staphylococcus aureus MRSA86,Staphylococcus aureus,nogroup:1280.59120,1,2804242,41,genomes/1280.59120.fna,ok
1280.59121,Staphylococcus aureus MRSA83,Staphylococcus aureus,nogroup:1280.59121,1,2844125,34,genomes/1280.59121.fna,ok
1280.59122,Staphylococcus aureus MRSA80,Staphylococcus aureus,nogroup:1280.59122,1,2913262,31,genomes/1280.59122.fna,ok
1280.59123,Staphylococcus aureus MRSA78,Staphylococcus aureus,nogroup:1280.59123,1,2836910,25,genomes/1280.59123.fna,ok
1280.59124,Staphylococcus aureus MRSA75,Staphylococcus aureus,nogroup:1280.59124,1,2883659,27,genomes/1280.59124.fna,ok
1280.59125,Staphylococcus aureus MRSA76,Staphylococcus aureus,nogroup:1280.59125,1,2866225,29,genomes/1280.59125.fna,ok
1280.59126,Staphylococcus aureus MRSA77,Staphylococcus aureus,nogroup:1280.59126,1,2844557,30,genomes/1280.59126.fna,ok
1280.59127,Staphylococcus aureus MRSA73,Staphylococcus aureus,nogroup:1280.59127,1,2846312,41,genomes/1280.59127.fna,ok
1280.59128,Staphylococcus aureus MRSA74,Staphylococcus aureus,nogroup:1280.59128,1,2929845,82,genomes/1280.59128.fna,ok
1280.59129,Staphylococcus aureus MRSA5,Staphylococcus aureus,nogroup:1280.59129,1,2893026,34,genomes/1280.59129.fna,ok
1280.59130,Staphylococcus aureus MRSA65,Staphylococcus aureus,nogroup:1280.59130,1,2804978,30,genomes/1280.59130.fna,ok
1280.59131,Staphylococcus aureus MRSA4,Staphylococcus aureus,nogroup:1280.59131,1,2869449,70,genomes/1280.59131.fna,ok
1280.59132,Staphylococcus aureus MRSA295,Staphylococcus aureus,nogroup:1280.59132,1,2908039,30,genomes/1280.59132.fna,ok
1280.59133,Staphylococcus aureus MRSA280,Staphylococcus aureus,nogroup:1280.59133,1,2846942,26,genomes/1280.59133.fna,ok
1280.59134,Staphylococcus aureus MRSA3,Staphylococcus aureus,nogroup:1280.59134,1,2733468,38,genomes/1280.59134.fna,ok
1280.59135,Staphylococcus aureus MRSA257,Staphylococcus aureus,nogroup:1280.59135,1,2766681,28,genomes/1280.59135.fna,ok
1280.59136,Staphylococcus aureus MRSA256,Staphylococcus aureus,nogroup:1280.59136,1,2851223,58,genomes/1280.59136.fna,ok
1280.59137,Staphylococcus aureus MRSA249,Staphylococcus aureus,nogroup:1280.59137,1,2862450,44,genomes/1280.59137.fna,ok
1280.59138,Staphylococcus aureus MRSA246,Staphylococcus aureus,nogroup:1280.59138,1,2911770,31,genomes/1280.59138.fna,ok
1280.59139,Staphylococcus aureus MRSA245,Staphylococcus aureus,nogroup:1280.59139,1,2879787,50,genomes/1280.59139.fna,ok
1280.59140,Staphylococcus aureus MRSA241,Staphylococcus aureus,nogroup:1280.59140,1,2751102,30,genomes/1280.59140.fna,ok
1280.59141,Staphylococcus aureus MRSA244,Staphylococcus aureus,nogroup:1280.59141,1,2865586,26,genomes/1280.59141.fna,ok
1280.59142,Staphylococcus aureus MRSA239,Staphylococcus aureus,nogroup:1280.59142,1,2942961,43,genomes/1280.59142.fna,ok
1280.59143,Staphylococcus aureus MRSA238,Staphylococcus aureus,nogroup:1280.59143,1,2901533,24,genomes/1280.59143.fna,ok
1280.59144,Staphylococcus aureus MRSA237,Staphylococcus aureus,nogroup:1280.59144,1,2875033,32,genomes/1280.59144.fna,ok
1280.59145,Staphylococcus aureus MRSA236,Staphylococcus aureus,nogroup:1280.59145,1,2917856,27,genomes/1280.59145.fna,ok
1280.59146,Staphylococcus aureus MRSA234,Staphylococcus aureus,nogroup:1280.59146,1,2868283,29,genomes/1280.59146.fna,ok
1280.59147,Staphylococcus aureus MRSA233,Staphylococcus aureus,nogroup:1280.59147,1,2812542,36,genomes/1280.59147.fna,ok
1280.59148,Staphylococcus aureus MRSA232,Staphylococcus aureus,nogroup:1280.59148,1,2819922,28,genomes/1280.59148.fna,ok
1280.59149,Staphylococcus aureus MRSA228,Staphylococcus aureus,nogroup:1280.59149,1,2891072,27,genomes/1280.59149.fna,ok
1280.59150,Staphylococcus aureus MRSA225,Staphylococcus aureus,nogroup:1280.59150,1,2794371,27,genomes/1280.59150.fna,ok
1280.59151,Staphylococcus aureus MRSA224,Staphylococcus aureus,nogroup:1280.59151,1,2859654,37,genomes/1280.59151.fna,ok
1280.59152,Staphylococcus aureus MRSA223,Staphylococcus aureus,nogroup:1280.59152,1,2905583,25,genomes/1280.59152.fna,ok
1280.59153,Staphylococcus aureus MRSA220,Staphylococcus aureus,nogroup:1280.59153,1,2864498,25,genomes/1280.59153.fna,ok
1280.59154,Staphylococcus aureus MRSA221,Staphylococcus aureus,nogroup:1280.59154,1,2706207,27,genomes/1280.59154.fna,ok
1280.59155,Staphylococcus aureus MRSA222,Staphylococcus aureus,nogroup:1280.59155,1,2881882,28,genomes/1280.59155.fna,ok
1280.59156,Staphylococcus aureus MRSA219,Staphylococcus aureus,nogroup:1280.59156,1,2863941,44,genomes/1280.59156.fna,ok
1280.59157,Staphylococcus aureus MRSA217,Staphylococcus aureus,nogroup:1280.59157,1,2856258,30,genomes/1280.59157.fna,ok
1280.59158,Staphylococcus aureus MRSA215,Staphylococcus aureus,nogroup:1280.59158,1,2866115,43,genomes/1280.59158.fna,ok
1280.59159,Staphylococcus aureus MRSA218,Staphylococcus aureus,nogroup:1280.59159,1,2946256,37,genomes/1280.59159.fna,ok
1280.59160,Staphylococcus aureus MRSA211,Staphylococcus aureus,nogroup:1280.59160,1,2915317,30,genomes/1280.59160.fna,ok
1280.59161,Staphylococcus aureus MRSA212,Staphylococcus aureus,nogroup:1280.59161,1,2835036,29,genomes/1280.59161.fna,ok
1280.59162,Staphylococcus aureus MRSA213,Staphylococcus aureus,nogroup:1280.59162,1,2749708,33,genomes/1280.59162.fna,ok
1280.59163,Staphylococcus aureus MRSA207,Staphylococcus aureus,nogroup:1280.59163,1,2884574,33,genomes/1280.59163.fna,ok
1280.59164,Staphylococcus aureus MRSA209,Staphylococcus aureus,nogroup:1280.59164,1,2935815,45,genomes/1280.59164.fna,ok
1280.59165,Staphylococcus aureus MRSA205,Staphylococcus aureus,nogroup:1280.59165,1,2870246,30,genomes/1280.59165.fna,ok
1280.59166,Staphylococcus aureus MRSA204,Staphylococcus aureus,nogroup:1280.59166,1,2895554,41,genomes/1280.59166.fna,ok
1280.59167,Staphylococcus aureus MRSA203,Staphylococcus aureus,nogroup:1280.59167,1,2910008,27,genomes/1280.59167.fna,ok
1280.59168,Staphylococcus aureus MRSA206,Staphylococcus aureus,nogroup:1280.59168,1,2847155,42,genomes/1280.59168.fna,ok
1280.59169,Staphylococcus aureus MRSA200,Staphylococcus aureus,nogroup:1280.59169,1,2896754,38,genomes/1280.59169.fna,ok
1280.59170,Staphylococcus aureus MRSA201,Staphylococcus aureus,nogroup:1280.59170,1,2811146,37,genomes/1280.59170.fna,ok
1280.59171,Staphylococcus aureus MRSA202,Staphylococcus aureus,nogroup:1280.59171,1,2879624,78,genomes/1280.59171.fna,ok
1280.59172,Staphylococcus aureus MRSA2,Staphylococcus aureus,nogroup:1280.59172,1,2850144,46,genomes/1280.59172.fna,ok
1280.59173,Staphylococcus aureus MRSA198,Staphylococcus aureus,nogroup:1280.59173,1,2861081,48,genomes/1280.59173.fna,ok
1280.59174,Staphylococcus aureus MRSA196,Staphylococcus aureus,nogroup:1280.59174,1,2897982,68,genomes/1280.59174.fna,ok
1280.59175,Staphylococcus aureus MRSA199,Staphylococcus aureus,nogroup:1280.59175,1,2752030,32,genomes/1280.59175.fna,ok
1280.59176,Staphylococcus aureus MRSA195,Staphylococcus aureus,nogroup:1280.59176,1,2867339,45,genomes/1280.59176.fna,ok
1280.59177,Staphylococcus aureus MRSA194,Staphylococcus aureus,nogroup:1280.59177,1,2815028,33,genomes/1280.59177.fna,ok
1280.59178,Staphylococcus aureus MRSA193,Staphylococcus aureus,nogroup:1280.59178,1,2926664,62,genomes/1280.59178.fna,ok
1280.59179,Staphylococcus aureus MRSA191,Staphylococcus aureus,nogroup:1280.59179,1,2704186,33,genomes/1280.59179.fna,ok
1280.59180,Staphylococcus aureus MRSA192,Staphylococcus aureus,nogroup:1280.59180,1,2829462,47,genomes/1280.59180.fna,ok
1280.59181,Staphylococcus aureus MRSA190,Staphylococcus aureus,nogroup:1280.59181,1,2901213,33,genomes/1280.59181.fna,ok
1280.59182,Staphylococcus aureus MRSA188,Staphylococcus aureus,nogroup:1280.59182,1,2819824,33,genomes/1280.59182.fna,ok
1280.59183,Staphylococcus aureus MRSA189,Staphylococcus aureus,nogroup:1280.59183,1,2842082,32,genomes/1280.59183.fna,ok
1280.59184,Staphylococcus aureus MRSA185,Staphylococcus aureus,nogroup:1280.59184,1,2852201,30,genomes/1280.59184.fna,ok
1280.59185,Staphylococcus aureus MRSA183,Staphylococcus aureus,nogroup:1280.59185,1,2818259,30,genomes/1280.59185.fna,ok
1280.59186,Staphylococcus aureus MRSA181,Staphylococcus aureus,nogroup:1280.59186,1,2916323,28,genomes/1280.59186.fna,ok
1280.59187,Staphylococcus aureus MRSA184,Staphylococcus aureus,nogroup:1280.59187,1,2824325,43,genomes/1280.59187.fna,ok
1280.59188,Staphylococcus aureus MRSA182,Staphylococcus aureus,nogroup:1280.59188,1,2817424,32,genomes/1280.59188.fna,ok
1280.59189,Staphylococcus aureus MRSA179,Staphylococcus aureus,nogroup:1280.59189,1,2827009,28,genomes/1280.59189.fna,ok
1280.59190,Staphylococcus aureus MRSA177,Staphylococcus aureus,nogroup:1280.59190,1,2839451,27,genomes/1280.59190.fna,ok
1280.59191,Staphylococcus aureus MRSA178,Staphylococcus aureus,nogroup:1280.59191,1,2835593,30,genomes/1280.59191.fna,ok
1280.59192,Staphylococcus aureus MRSA176,Staphylococcus aureus,nogroup:1280.59192,1,2913562,35,genomes/1280.59192.fna,ok
1280.59193,Staphylococcus aureus MRSA175,Staphylococcus aureus,nogroup:1280.59193,1,2867625,26,genomes/1280.59193.fna,ok
1280.59194,Staphylococcus aureus MRSA172,Staphylococcus aureus,nogroup:1280.59194,1,2911523,25,genomes/1280.59194.fna,ok
1280.59195,Staphylococcus aureus MRSA171,Staphylococcus aureus,nogroup:1280.59195,1,2893518,30,genomes/1280.59195.fna,ok
1280.59196,Staphylococcus aureus MRSA173,Staphylococcus aureus,nogroup:1280.59196,1,2682854,40,genomes/1280.59196.fna,ok
1280.59197,Staphylococcus aureus MRSA174,Staphylococcus aureus,nogroup:1280.59197,1,2914617,33,genomes/1280.59197.fna,ok
1280.59198,Staphylococcus aureus MRSA170,Staphylococcus aureus,nogroup:1280.59198,1,2841075,25,genomes/1280.59198.fna,ok
1280.59199,Staphylococcus aureus MRSA169,Staphylococcus aureus,nogroup:1280.59199,1,2831356,35,genomes/1280.59199.fna,ok
1280.59200,Staphylococcus aureus MRSA168,Staphylococcus aureus,nogroup:1280.59200,1,2861274,34,genomes/1280.59200.fna,ok
1280.59201,Staphylococcus aureus MRSA167,Staphylococcus aureus,nogroup:1280.59201,1,2866485,50,genomes/1280.59201.fna,ok
1280.59202,Staphylococcus aureus MRSA163,Staphylococcus aureus,nogroup:1280.59202,1,2822717,29,genomes/1280.59202.fna,ok
1280.59203,Staphylococcus aureus MRSA166,Staphylococcus aureus,nogroup:1280.59203,1,2811530,36,genomes/1280.59203.fna,ok
1280.59204,Staphylococcus aureus MRSA165,Staphylococcus aureus,nogroup:1280.59204,1,2826286,52,genomes/1280.59204.fna,ok
1280.59205,Staphylococcus aureus MRSA162,Staphylococcus aureus,nogroup:1280.59205,1,2743758,35,genomes/1280.59205.fna,ok
1280.59206,Staphylococcus aureus MRSA164,Staphylococcus aureus,nogroup:1280.59206,1,2886178,20,genomes/1280.59206.fna,ok
1280.59207,Staphylococcus aureus MRSA161,Staphylococcus aureus,nogroup:1280.59207,1,2833955,32,genomes/1280.59207.fna,ok
1280.59208,Staphylococcus aureus MRSA159,Staphylococcus aureus,nogroup:1280.59208,1,2867342,25,genomes/1280.59208.fna,ok
1280.59209,Staphylococcus aureus MRSA160,Staphylococcus aureus,nogroup:1280.59209,1,2912459,35,genomes/1280.59209.fna,ok
1280.59210,Staphylococcus aureus MRSA157,Staphylococcus aureus,nogroup:1280.59210,1,2880777,37,genomes/1280.59210.fna,ok
1280.59211,Staphylococcus aureus MRSA158,Staphylococcus aureus,nogroup:1280.59211,1,2869350,33,genomes/1280.59211.fna,ok
1280.59212,Staphylococcus aureus MRSA155,Staphylococcus aureus,nogroup:1280.59212,1,2792725,27,genomes/1280.59212.fna,ok
1280.59213,Staphylococcus aureus MRSA156,Staphylococcus aureus,nogroup:1280.59213,1,2910402,27,genomes/1280.59213.fna,ok
1280.59214,Staphylococcus aureus MRSA154,Staphylococcus aureus,nogroup:1280.59214,1,2907332,25,genomes/1280.59214.fna,ok
1280.59215,Staphylococcus aureus MRSA152,Staphylococcus aureus,nogroup:1280.59215,1,2846561,34,genomes/1280.59215.fna,ok
1280.59216,Staphylococcus aureus MRSA153,Staphylococcus aureus,nogroup:1280.59216,1,2795883,25,genomes/1280.59216.fna,ok
1280.59217,Staphylococcus aureus MRSA151,Staphylococcus aureus,nogroup:1280.59217,1,2918538,34,genomes/1280.59217.fna,ok
1280.59218,Staphylococcus aureus MRSA149,Staphylococcus aureus,nogroup:1280.59218,1,2868668,47,genomes/1280.59218.fna,ok
1280.59219,Staphylococcus aureus MRSA150,Staphylococcus aureus,nogroup:1280.59219,1,2861511,27,genomes/1280.59219.fna,ok
1280.59220,Staphylococcus aureus MRSA147,Staphylococcus aureus,nogroup:1280.59220,1,2846705,36,genomes/1280.59220.fna,ok
1280.59221,Staphylococcus aureus MRSA146,Staphylococcus aureus,nogroup:1280.59221,1,2773222,31,genomes/1280.59221.fna,ok
1280.59222,Staphylococcus aureus MRSA145,Staphylococcus aureus,nogroup:1280.59222,1,2906043,49,genomes/1280.59222.fna,ok
1280.59223,Staphylococcus aureus MRSA144,Staphylococcus aureus,nogroup:1280.59223,1,2825120,33,genomes/1280.59223.fna,ok
1280.59224,Staphylococcus aureus MRSA143,Staphylococcus aureus,nogroup:1280.59224,1,2846091,29,genomes/1280.59224.fna,ok
1280.59225,Staphylococcus aureus MRSA142,Staphylococcus aureus,nogroup:1280.59225,1,2821431,32,genomes/1280.59225.fna,ok
1280.59226,Staphylococcus aureus MRSA140,Staphylococcus aureus,nogroup:1280.59226,1,2833831,42,genomes/1280.59226.fna,ok
1280.59227,Staphylococcus aureus MRSA141,Staphylococcus aureus,nogroup:1280.59227,1,2870417,22,genomes/1280.59227.fna,ok
1280.59228,Staphylococcus aureus MRSA139,Staphylococcus aureus,nogroup:1280.59228,1,2807994,39,genomes/1280.59228.fna,ok
1280.59229,Staphylococcus aureus MRSA138,Staphylococcus aureus,nogroup:1280.59229,1,2917399,30,genomes/1280.59229.fna,ok
1280.59230,Staphylococcus aureus MRSA135,Staphylococcus aureus,nogroup:1280.59230,1,2907575,31,genomes/1280.59230.fna,ok
1280.59231,Staphylococcus aureus MRSA137,Staphylococcus aureus,nogroup:1280.59231,1,2866864,37,genomes/1280.59231.fna,ok
1280.59232,Staphylococcus aureus MRSA132,Staphylococcus aureus,nogroup:1280.59232,1,2776634,34,genomes/1280.59232.fna,ok
1280.59233,Staphylococcus aureus MRSA136,Staphylococcus aureus,nogroup:1280.59233,1,2918501,27,genomes/1280.59233.fna,ok
1280.59234,Staphylococcus aureus MRSA133,Staphylococcus aureus,nogroup:1280.59234,1,2713650,25,genomes/1280.59234.fna,ok
1280.59235,Staphylococcus aureus MRSA134,Staphylococcus aureus,nogroup:1280.59235,1,2881857,28,genomes/1280.59235.fna,ok
1280.59236,Staphylococcus aureus MRSA131,Staphylococcus aureus,nogroup:1280.59236,1,2749664,37,genomes/1280.59236.fna,ok
1280.59237,Staphylococcus aureus MRSA116,Staphylococcus aureus,nogroup:1280.59237,1,2862201,28,genomes/1280.59237.fna,ok
1280.59238,Staphylococcus aureus MRSA117,Staphylococcus aureus,nogroup:1280.59238,1,2869996,32,genomes/1280.59238.fna,ok
1280.59239,Staphylococcus aureus MRSA118,Staphylococcus aureus,nogroup:1280.59239,1,2877456,38,genomes/1280.59239.fna,ok
1280.59240,Staphylococcus aureus MRSA115,Staphylococcus aureus,nogroup:1280.59240,1,2924835,85,genomes/1280.59240.fna,ok
1280.59241,Staphylococcus aureus MRSA103,Staphylococcus aureus,nogroup:1280.59241,1,2829018,31,genomes/1280.59241.fna,ok
1280.59242,Staphylococcus aureus MRSA104,Staphylococcus aureus,nogroup:1280.59242,1,2791200,29,genomes/1280.59242.fna,ok
1280.59243,Staphylococcus aureus MRSA102,Staphylococcus aureus,nogroup:1280.59243,1,2772092,27,genomes/1280.59243.fna,ok
1280.59245,Staphylococcus aureus CLSA02,Staphylococcus aureus,nogroup:1280.59245,1,2771249,19,genomes/1280.59245.fna,ok
1280.59246,Staphylococcus aureus CLSA03,Staphylococcus aureus,nogroup:1280.59246,1,2789972,30,genomes/1280.59246.fna,ok
1280.59247,Staphylococcus aureus CLSA06,Staphylococcus aureus,nogroup:1280.59247,1,2770316,20,genomes/1280.59247.fna,ok
1280.59248,Staphylococcus aureus CLSA04,Staphylococcus aureus,nogroup:1280.59248,1,2769368,20,genomes/1280.59248.fna,ok
1280.59249,Staphylococcus aureus CFSA15SA431,Staphylococcus aureus,nogroup:1280.59249,1,2799254,35,genomes/1280.59249.fna,ok
1280.59250,Staphylococcus aureus CLSA01,Staphylococcus aureus,nogroup:1280.59250,1,2772053,19,genomes/1280.59250.fna,ok
1280.59251,Staphylococcus aureus CLSA05,Staphylococcus aureus,nogroup:1280.59251,1,2772965,20,genomes/1280.59251.fna,ok
1280.59252,Staphylococcus aureus CFSA15SA157,Staphylococcus aureus,nogroup:1280.59252,1,2800049,11,genomes/1280.59252.fna,ok
1280.59253,Staphylococcus aureus CFSA15SA155,Staphylococcus aureus,nogroup:1280.59253,1,2766521,15,genomes/1280.59253.fna,ok
1280.59254,Staphylococcus aureus CFSA15SA160,Staphylococcus aureus,nogroup:1280.59254,1,2731673,19,genomes/1280.59254.fna,ok
1280.59255,Staphylococcus aureus CFSA15SA158,Staphylococcus aureus,nogroup:1280.59255,1,2763134,25,genomes/1280.59255.fna,ok
1280.59256,Staphylococcus aureus CFSA15SA149,Staphylococcus aureus,nogroup:1280.59256,1,2790493,10,genomes/1280.59256.fna,ok
1280.59257,Staphylococcus aureus CFSA15SA153,Staphylococcus aureus,nogroup:1280.59257,1,2781596,33,genomes/1280.59257.fna,ok
1280.59258,Staphylococcus aureus CFSA15SA150,Staphylococcus aureus,nogroup:1280.59258,1,2740141,8,genomes/1280.59258.fna,ok
1280.59259,Staphylococcus aureus CFSA15SA148,Staphylococcus aureus,nogroup:1280.59259,1,2815169,38,genomes/1280.59259.fna,ok
1280.59260,Staphylococcus aureus CFSA15SA151,Staphylococcus aureus,nogroup:1280.59260,1,2799985,12,genomes/1280.59260.fna,ok
1280.59261,Staphylococcus aureus CFSA15SA152,Staphylococcus aureus,nogroup:1280.59261,1,2780537,22,genomes/1280.59261.fna,ok
1280.59262,Staphylococcus aureus CFSA15SA146,Staphylococcus aureus,nogroup:1280.59262,1,2823440,15,genomes/1280.59262.fna,ok
1280.59263,Staphylococcus aureus CFSA15SA145,Staphylococcus aureus,nogroup:1280.59263,1,2781955,21,genomes/1280.59263.fna,ok
1280.59264,Staphylococcus aureus CFSA15SA147,Staphylococcus aureus,nogroup:1280.59264,1,2774019,11,genomes/1280.59264.fna,ok
1280.59265,Staphylococcus aureus CFSA15SA144,Staphylococcus aureus,nogroup:1280.59265,1,2756111,14,genomes/1280.59265.fna,ok
1280.59266,Staphylococcus aureus CFSA15SA143,Staphylococcus aureus,nogroup:1280.59266,1,2769630,20,genomes/1280.59266.fna,ok
1280.59267,Staphylococcus aureus CFSA15SA142,Staphylococcus aureus,nogroup:1280.59267,1,2741549,9,genomes/1280.59267.fna,ok
1280.59268,Staphylococcus aureus CFSA15SA141,Staphylococcus aureus,nogroup:1280.59268,1,2837758,31,genomes/1280.59268.fna,ok
1280.59269,Staphylococcus aureus CFSA15SA140,Staphylococcus aureus,nogroup:1280.59269,1,2857057,27,genomes/1280.59269.fna,ok
1280.59270,Staphylococcus aureus CFSA15SA139,Staphylococcus aureus,nogroup:1280.59270,1,2847754,32,genomes/1280.59270.fna,ok
1280.59271,Staphylococcus aureus CFSA15SA138,Staphylococcus aureus,nogroup:1280.59271,1,2812622,34,genomes/1280.59271.fna,ok
1280.59272,Staphylococcus aureus CFSA15SA136,Staphylococcus aureus,nogroup:1280.59272,1,2721703,20,genomes/1280.59272.fna,ok
1280.59273,Staphylococcus aureus CFSA15SA137,Staphylococcus aureus,nogroup:1280.59273,1,2757249,13,genomes/1280.59273.fna,ok
1280.59274,Staphylococcus aureus CFSA15SA132,Staphylococcus aureus,nogroup:1280.59274,1,2768891,19,genomes/1280.59274.fna,ok
1280.59275,Staphylococcus aureus CFSA15SA133,Staphylococcus aureus,nogroup:1280.59275,1,2788063,22,genomes/1280.59275.fna,ok
1280.59276,Staphylococcus aureus CFSA15SA131,Staphylococcus aureus,nogroup:1280.59276,1,2746239,13,genomes/1280.59276.fna,ok
1280.59277,Staphylococcus aureus CFSA15SA135,Staphylococcus aureus,nogroup:1280.59277,1,2800561,12,genomes/1280.59277.fna,ok
1280.59278,Staphylococcus aureus CFSA15SA129,Staphylococcus aureus,nogroup:1280.59278,1,2763762,31,genomes/1280.59278.fna,ok
1280.59279,Staphylococcus aureus CFSA15SA134,Staphylococcus aureus,nogroup:1280.59279,1,2793050,16,genomes/1280.59279.fna,ok
1280.59280,Staphylococcus aureus CFSA15SA126,Staphylococcus aureus,nogroup:1280.59280,1,2803078,11,genomes/1280.59280.fna,ok
1280.59281,Staphylococcus aureus CFSA15SA127,Staphylococcus aureus,nogroup:1280.59281,1,2787912,21,genomes/1280.59281.fna,ok
1280.59282,Staphylococcus aureus CFSA15SA125,Staphylococcus aureus,nogroup:1280.59282,1,2801390,11,genomes/1280.59282.fna,ok
1280.59283,Staphylococcus aureus CFSA15SA122,Staphylococcus aureus,nogroup:1280.59283,1,2846644,31,genomes/1280.59283.fna,ok
1280.59284,Staphylococcus aureus CFSA15SA124,Staphylococcus aureus,nogroup:1280.59284,1,2760982,18,genomes/1280.59284.fna,ok
1280.59285,Staphylococcus aureus CFSA15SA123,Staphylococcus aureus,nogroup:1280.59285,1,2842830,24,genomes/1280.59285.fna,ok
1280.59286,Staphylococcus aureus CFSA15SA120,Staphylococcus aureus,nogroup:1280.59286,1,2766670,17,genomes/1280.59286.fna,ok
1280.59287,Staphylococcus aureus CFSA15SA121,Staphylococcus aureus,nogroup:1280.59287,1,2799045,12,genomes/1280.59287.fna,ok
1280.59288,Staphylococcus aureus CFSA15SA118,Staphylococcus aureus,nogroup:1280.59288,1,2734561,21,genomes/1280.59288.fna,ok
1280.59289,Staphylococcus aureus CFSA15SA116,Staphylococcus aureus,nogroup:1280.59289,1,2728014,15,genomes/1280.59289.fna,ok
1280.59290,Staphylococcus aureus CFSA15SA119,Staphylococcus aureus,nogroup:1280.59290,1,2749878,21,genomes/1280.59290.fna,ok
