genome_id,genome_name,species,mlst,cgmlst_hc10,genome_length,contigs,genome_quality,checkm_completeness,checkm_contamination
1280.59180,Staphylococcus aureus MRSA192,Staphylococcus aureus,MLST.Staphylococcus_aureus.105,,2829462,47,Good,100,0
1280.59181,Staphylococcus aureus MRSA190,Staphylococcus aureus,MLST.Staphylococcus_aureus.8,,2901213,33,Good,100,0
1280.59182,Staphylococcus aureus MRSA188,Staphylococcus aureus,MLST.Staphylococcus_aureus.5,,2819824,33,Good,100,0
1280.59183,Staphylococcus aureus MRSA189,Staphylococcus aureus,MLST.Staphylococcus_aureus.105,,2842082,32,Good,100,0
1280.59184,Staphylococcus aureus MRSA185,Staphylococcus aureus,MLST.Staphylococcus_aureus.5,,2852201,30,Good,100,0
1280.59185,Staphylococcus aureus MRSA183,Staphylococcus aureus,MLST.Staphylococcus_aureus.8,,2818259,30,Good,100,0
1280.59186,Staphylococcus aureus MRSA181,Staphylococcus aureus,MLST.Staphylococcus_aureus.8,,2916323,28,Good,100,0
1280.59187,Staphylococcus aureus MRSA184,Staphylococcus aureus,MLST.Staphylococcus_aureus.8,,2824325,43,Good,100,0
1280.59188,Staphylococcus aureus MRSA182,Staphylococcus aureus,MLST.Staphylococcus_aureus.105,,2817424,32,Good,100,0
1280.59189,Staphylococcus aureus MRSA179,Staphylococcus aureus,MLST.Staphylococcus_aureus.8,,2827009,28,Good,100,0
1280.59190,Staphylococcus aureus MRSA177,Staphylococcus aureus,MLST.Staphylococcus_aureus.8,,2839451,27,Good,100,0
1280.59191,Staphylococcus aureus MRSA178,Staphylococcus aureus,MLST.Staphylococcus_aureus.8,,2835593,30,Good,100,0
1280.59192,Staphylococcus aureus MRSA176,Staphylococcus aureus,MLST.Staphylococcus_aureus.8,,2913562,35,Good,100,0
1280.59193,Staphylococcus aureus MRSA175,Staphylococcus aureus,MLST.Staphylococcus_aureus.8,,2867625,26,Good,100,0
1280.59194,Staphylococcus aureus MRSA172,Staphylococcus aureus,MLST.Staphylococcus_aureus.8,,2911523,25,Good,100,0
1280.59195,Staphylococcus aureus MRSA171,Staphylococcus aureus,MLST.Staphylococcus_aureus.8,,2893518,30,Good,100,0
1280.59196,Staphylococcus aureus MRSA173,Staphylococcus aureus,MLST.Staphylococcus_aureus.59,,2682854,40,Good,100,0
1280.59197,Staphylococcus aureus MRSA174,Staphylococcus aureus,MLST.Staphylococcus_aureus.8,,2914617,33,Good,100,0
1280.59198,Staphylococcus aureus MRSA170,Staphylococcus aureus,MLST.Staphylococcus_aureus.8,,2841075,25,Good,100,0
1280.59199,Staphylococcus aureus MRSA169,Staphylococcus aureus,MLST.Staphylococcus_aureus.105,,2831356,35,Good,100,0
1280.59200,Staphylococcus aureus MRSA168,Staphylococcus aureus,MLST.Staphylococcus_aureus.105,,2861274,34,Good,100,0
1280.59201,Staphylococcus aureus MRSA167,Staphylococcus aureus,MLST.Staphylococcus_aureus.5,,2866485,50,Good,100,0
1280.59202,Staphylococcus aureus MRSA163,Staphylococcus aureus,MLST.Staphylococcus_aureus.105,,2822717,29,Good,100,0
1280.59203,Staphylococcus aureus MRSA166,Staphylococcus aureus,MLST.Staphylococcus_aureus.225,,2811530,36,Good,100,0
1280.59204,Staphylococcus aureus MRSA165,Staphylococcus aureus,MLST.Staphylococcus_aureus.5,,2826286,52,Good,100,0
1280.59205,Staphylococcus aureus MRSA162,Staphylococcus aureus,MLST.Staphylococcus_aureus.5,,2743758,35,Good,100,0
1280.59206,Staphylococcus aureus MRSA164,Staphylococcus aureus,MLST.Staphylococcus_aureus.8,,2886178,20,Good,100,0
1280.59207,Staphylococcus aureus MRSA161,Staphylococcus aureus,,,2833955,32,Good,100,0
1280.59208,Staphylococcus aureus MRSA159,Staphylococcus aureus,MLST.Staphylococcus_aureus.8,,2867342,25,Good,100,0
1280.59209,Staphylococcus aureus MRSA160,Staphylococcus aureus,MLST.Staphylococcus_aureus.8,,2912459,35,Good,100,0.4
1280.59210,Staphylococcus aureus MRSA157,Staphylococcus aureus,MLST.Staphylococcus_aureus.8,,2880777,37,Good,100,0
1280.59211,Staphylococcus aureus MRSA158,Staphylococcus aureus,MLST.Staphylococcus_aureus.8,,2869350,33,Good,100,0
1280.59212,Staphylococcus aureus MRSA155,Staphylococcus aureus,MLST.Staphylococcus_aureus.5,,2792725,27,Good,100,0
1280.59213,Staphylococcus aureus MRSA156,Staphylococcus aureus,MLST.Staphylococcus_aureus.8,,2910402,27,Good,100,0
1280.59214,Staphylococcus aureus MRSA154,Staphylococcus aureus,MLST.Staphylococcus_aureus.8,,2907332,25,Good,100,0
1280.59215,Staphylococcus aureus MRSA152,Staphylococcus aureus,MLST.Staphylococcus_aureus.105,,2846561,34,Good,100,0.2
1280.59216,Staphylococcus aureus MRSA153,Staphylococcus aureus,MLST.Staphylococcus_aureus.109,,2795883,25,Good,100,0
1280.59217,Staphylococcus aureus MRSA151,Staphylococcus aureus,MLST.Staphylococcus_aureus.8,,2918538,34,Good,100,0
1280.59218,Staphylococcus aureus MRSA149,Staphylococcus aureus,MLST.Staphylococcus_aureus.105,,2868668,47,Good,100,0
1280.59219,Staphylococcus aureus MRSA150,Staphylococcus aureus,MLST.Staphylococcus_aureus.8,,2861511,27,Good,100,0
1280.59220,Staphylococcus aureus MRSA147,Staphylococcus aureus,MLST.Staphylococcus_aureus.5,,2846705,36,Good,99.8,0
1280.59221,Staphylococcus aureus MRSA146,Staphylococcus aureus,MLST.Staphylococcus_aureus.5,,2773222,31,Good,100,0
1280.59222,Staphylococcus aureus MRSA145,Staphylococcus aureus,MLST.Staphylococcus_aureus.105,,2906043,49,Good,100,0.2
1280.59223,Staphylococcus aureus MRSA144,Staphylococcus aureus,MLST.Staphylococcus_aureus.5,,2825120,33,Good,100,0
1280.59224,Staphylococcus aureus MRSA143,Staphylococcus aureus,MLST.Staphylococcus_aureus.105,,2846091,29,Good,100,0
1280.59225,Staphylococcus aureus MRSA142,Staphylococcus aureus,MLST.Staphylococcus_aureus.8,,2821431,32,Good,100,0
1280.59226,Staphylococcus aureus MRSA140,Staphylococcus aureus,MLST.Staphylococcus_aureus.5,,2833831,42,Good,100,0.4
1280.59227,Staphylococcus aureus MRSA141,Staphylococcus aureus,MLST.Staphylococcus_aureus.8,,2870417,22,Good,100,0
1280.59228,Staphylococcus aureus MRSA139,Staphylococcus aureus,MLST.Staphylococcus_aureus.225,,2807994,39,Good,99.8,0.6
1280.59229,Staphylococcus aureus MRSA138,Staphylococcus aureus,MLST.Staphylococcus_aureus.8,,2917399,30,Good,100,0
1280.59230,Staphylococcus aureus MRSA135,Staphylococcus aureus,MLST.Staphylococcus_aureus.8,,2907575,31,Good,100,0
1280.59231,Staphylococcus aureus MRSA137,Staphylococcus aureus,MLST.Staphylococcus_aureus.5,,2866864,37,Good,100,0
1280.59232,Staphylococcus aureus MRSA132,Staphylococcus aureus,MLST.Staphylococcus_aureus.5,,2776634,34,Good,100,0
1280.59233,Staphylococcus aureus MRSA136,Staphylococcus aureus,MLST.Staphylococcus_aureus.8,,2918501,27,Good,100,0
1280.59234,Staphylococcus aureus MRSA133,Staphylococcus aureus,MLST.Staphylococcus_aureus.5,,2713650,25,Good,100,0
1280.59235,Staphylococcus aureus MRSA134,Staphylococcus aureus,MLST.Staphylococcus_aureus.8,,2881857,28,Good,100,0
1280.59236,Staphylococcus aureus MRSA131,Staphylococcus aureus,MLST.Staphylococcus_aureus.840,,2749664,37,Good,100,0
1280.59237,Staphylococcus aureus MRSA116,Staphylococcus aureus,MLST.Staphylococcus_aureus.8,,2862201,28,Good,100,0
1280.59238,Staphylococcus aureus MRSA117,Staphylococcus aureus,MLST.Staphylococcus_aureus.8,,2869996,32,Good,100,0
1280.59239,Staphylococcus aureus MRSA118,Staphylococcus aureus,MLST.Staphylococcus_aureus.8,,2877456,38,Good,100,0
1280.59240,Staphylococcus aureus MRSA115,Staphylococcus aureus,MLST.Staphylococcus_aureus.105,,2924835,85,Good,100,0.2
1280.59241,Staphylococcus aureus MRSA103,Staphylococcus aureus,MLST.Staphylococcus_aureus.5,,2829018,31,Good,100,0
1280.59242,Staphylococcus aureus MRSA104,Staphylococcus aureus,MLST.Staphylococcus_aureus.8,,2791200,29,Good,100,0
1280.59243,Staphylococcus aureus MRSA102,Staphylococcus aureus,MLST.Staphylococcus_aureus.54,,2772092,27,Good,100,0
1280.59245,Staphylococcus aureus CLSA02,Staphylococcus aureus,MLST.Staphylococcus_aureus.20,,2771249,19,Good,100,0
1280.59246,Staphylococcus aureus CLSA03,Staphylococcus aureus,MLST.Staphylococcus_aureus.59,,2789972,30,Good,100,0.2
1280.59247,Staphylococcus aureus CLSA06,Staphylococcus aureus,MLST.Staphylococcus_aureus.20,,2770316,20,Good,100,0
1280.59248,Staphylococcus aureus CLSA04,Staphylococcus aureus,MLST.Staphylococcus_aureus.20,,2769368,20,Good,100,0
1280.59249,Staphylococcus aureus CFSA15SA431,Staphylococcus aureus,MLST.Staphylococcus_aureus.59,,2799254,35,Good,100,0
1280.59250,Staphylococcus aureus CLSA01,Staphylococcus aureus,MLST.Staphylococcus_aureus.20,,2772053,19,Good,100,0.2
1280.59251,Staphylococcus aureus CLSA05,Staphylococcus aureus,MLST.Staphylococcus_aureus.20,,2772965,20,Good,100,0
1280.59252,Staphylococcus aureus CFSA15SA157,Staphylococcus aureus,MLST.Staphylococcus_aureus.1,,2800049,11,Good,100,0
1280.59253,Staphylococcus aureus CFSA15SA155,Staphylococcus aureus,MLST.Staphylococcus_aureus.6,,2766521,15,Good,100,0
1280.59254,Staphylococcus aureus CFSA15SA160,Staphylococcus aureus,MLST.Staphylococcus_aureus.464,,2731673,19,Good,100,0.2
1280.59255,Staphylococcus aureus CFSA15SA158,Staphylococcus aureus,MLST.Staphylococcus_aureus.6,,2763134,25,Good,100,0
1280.59256,Staphylococcus aureus CFSA15SA149,Staphylococcus aureus,MLST.Staphylococcus_aureus.7,,2790493,10,Good,100,0
1280.59257,Staphylococcus aureus CFSA15SA153,Staphylococcus aureus,MLST.Staphylococcus_aureus.121,,2781596,33,Good,100,0
1280.59258,Staphylococcus aureus CFSA15SA150,Staphylococcus aureus,MLST.Staphylococcus_aureus.1,,2740141,8,Good,100,0
1280.59259,Staphylococcus aureus CFSA15SA148,Staphylococcus aureus,MLST.Staphylococcus_aureus.59,,2815169,38,Good,100,0
1280.59260,Staphylococcus aureus CFSA15SA151,Staphylococcus aureus,MLST.Staphylococcus_aureus.1,,2799985,12,Good,100,0
1280.59261,Staphylococcus aureus CFSA15SA152,Staphylococcus aureus,MLST.Staphylococcus_aureus.5,,2780537,22,Good,100,0
1280.59262,Staphylococcus aureus CFSA15SA146,Staphylococcus aureus,MLST.Staphylococcus_aureus.1,,2823440,15,Good,100,0.2
1280.59263,Staphylococcus aureus CFSA15SA145,Staphylococcus aureus,MLST.Staphylococcus_aureus.5,,2781955,21,Good,99.8,0.2
1280.59264,Staphylococcus aureus CFSA15SA147,Staphylococcus aureus,MLST.Staphylococcus_aureus.1,,2774019,11,Good,100,0.2
1280.59265,Staphylococcus aureus CFSA15SA144,Staphylococcus aureus,MLST.Staphylococcus_aureus.188,,2756111,14,Good,100,0
1280.59266,Staphylococcus aureus CFSA15SA143,Staphylococcus aureus,,,2769630,20,Good,100,0
1280.59267,Staphylococcus aureus CFSA15SA142,Staphylococcus aureus,MLST.Staphylococcus_aureus.1,,2741549,9,Good,100,0
1280.59268,Staphylococcus aureus CFSA15SA141,Staphylococcus aureus,MLST.Staphylococcus_aureus.692,,2837758,31,Good,100,0
1280.59269,Staphylococcus aureus CFSA15SA140,Staphylococcus aureus,MLST.Staphylococcus_aureus.88,,2857057,27,Good,100,0.2
1280.59270,Staphylococcus aureus CFSA15SA139,Staphylococcus aureus,MLST.Staphylococcus_aureus.5,,2847754,32,Good,100,0
1280.59271,Staphylococcus aureus CFSA15SA138,Staphylococcus aureus,MLST.Staphylococcus_aureus.59,,2812622,34,Good,100,0
1280.59272,Staphylococcus aureus CFSA15SA136,Staphylococcus aureus,MLST.Staphylococcus_aureus.5,,2721703,20,Good,100,0
1280.59273,Staphylococcus aureus CFSA15SA137,Staphylococcus aureus,MLST.Staphylococcus_aureus.188,,2757249,13,Good,100,0
1280.59274,Staphylococcus aureus CFSA15SA132,Staphylococcus aureus,MLST.Staphylococcus_aureus.5,,2768891,19,Good,100,0
1280.59275,Staphylococcus aureus CFSA15SA133,Staphylococcus aureus,MLST.Staphylococcus_aureus.5,,2788063,22,Good,100,0
1280.59276,Staphylococcus aureus CFSA15SA131,Staphylococcus aureus,MLST.Staphylococcus_aureus.7,,2746239,13,Good,100,0
1280.59277,Staphylococcus aureus CFSA15SA135,Staphylococcus aureus,MLST.Staphylococcus_aureus.1,,2800561,12,Good,100,0.2
1280.59278,Staphylococcus aureus CFSA15SA129,Staphylococcus aureus,MLST.Staphylococcus_aureus.22,,2763762,31,Good,100,0
1280.59279,Staphylococcus aureus CFSA15SA134,Staphylococcus aureus,MLST.Staphylococcus_aureus.7,,2793050,16,Good,100,0.2
1280.59280,Staphylococcus aureus CFSA15SA126,Staphylococcus aureus,MLST.Staphylococcus_aureus.1,,2803078,11,Good,100,0.2
1280.59281,Staphylococcus aureus CFSA15SA127,Staphylococcus aureus,MLST.Staphylococcus_aureus.7,,2787912,21,Good,100,0.2
1280.59282,Staphylococcus aureus CFSA15SA125,Staphylococcus aureus,MLST.Staphylococcus_aureus.1,,2801390,11,Good,100,0
1280.59283,Staphylococcus aureus CFSA15SA122,Staphylococcus aureus,MLST.Staphylococcus_aureus.5,,2846644,31,Good,100,0
1280.59284,Staphylococcus aureus CFSA15SA124,Staphylococcus aureus,MLST.Staphylococcus_aureus.6,,2760982,18,Good,100,0
1280.59285,Staphylococcus aureus CFSA15SA123,Staphylococcus aureus,MLST.Staphylococcus_aureus.5,,2842830,24,Good,100,0
1280.59286,Staphylococcus aureus CFSA15SA120,Staphylococcus aureus,MLST.Staphylococcus_aureus.6,,2766670,17,Good,100,0
1280.59287,Staphylococcus aureus CFSA15SA121,Staphylococcus aureus,MLST.Staphylococcus_aureus.188,,2799045,12,Good,100,0
1280.59288,Staphylococcus aureus CFSA15SA118,Staphylococcus aureus,MLST.Staphylococcus_aureus.5,,2734561,21,Good,100,0
1280.59289,Staphylococcus aureus CFSA15SA116,Staphylococcus aureus,,,2728014,15,Good,100,0
1280.59290,Staphylococcus aureus CFSA15SA119,Staphylococcus aureus,MLST.Staphylococcus_aureus.398,,2749878,21,Good,100,0
1280.59291,Staphylococcus aureus CFSA15SA115,Staphylococcus aureus,MLST.Staphylococcus_aureus.59,,2806029,36,Good,100,0
1280.59292,Staphylococcus aureus CFSA15SA117,Staphylococcus aureus,MLST.Staphylococcus_aureus.188,,2784219,12,Good,100,0
1280.59293,Staphylococcus aureus CFSA15SA114,Staphylococcus aureus,MLST.Staphylococcus_aureus.6,,2758922,25,Good,100,0
1280.59294,Staphylococcus aureus CFSA15SA113,Staphylococcus aureus,MLST.Staphylococcus_aureus.59,,2746399,32,Good,100,0
1280.59295,Staphylococcus aureus CFSA15SA112,Staphylococcus aureus,MLST.Staphylococcus_aureus.59,,2802661,40,Good,100,0
1280.59296,Staphylococcus aureus CFSA15SA110,Staphylococcus aureus,MLST.Staphylococcus_aureus.398,,2895828,40,Good,100,0
1280.59297,Staphylococcus aureus CFSA15SA111,Staphylococcus aureus,MLST.Staphylococcus_aureus.59,,2798009,34,Good,100,0
1280.59298,Staphylococcus aureus CFSA15SA109,Staphylococcus aureus,,,2812183,11,Good,100,0
1280.59299,Staphylococcus aureus CFSA15SA108,Staphylococcus aureus,MLST.Staphylococcus_aureus.7,,2746037,13,Good,100,0
1280.59300,Staphylococcus aureus CFSA15SA106,Staphylococcus aureus,MLST.Staphylococcus_aureus.1,,2821647,15,Good,100,0.2
1280.59301,Staphylococcus aureus CFSA15SA105,Staphylococcus aureus,,,2744415,35,Good,100,0
1280.59302,Staphylococcus aureus CFSA15SA107,Staphylococcus aureus,MLST.Staphylococcus_aureus.7,,2783117,14,Good,100,0
1280.59303,Staphylococcus aureus CFSA15SA104,Staphylococcus aureus,,,2811263,14,Good,100,0
1280.59304,Staphylococcus aureus CFSA15SA101,Staphylococcus aureus,MLST.Staphylococcus_aureus.5,,2790353,20,Good,100,0
1280.59305,Staphylococcus aureus CFSA15SA103,Staphylococcus aureus,MLST.Staphylococcus_aureus.6,,2779953,25,Good,100,0
1280.59306,Staphylococcus aureus CFSA15SA102,Staphylococcus aureus,MLST.Staphylococcus_aureus.630,,2873981,48,Good,100,0
1280.59307,Staphylococcus aureus CFSA15SA100,Staphylococcus aureus,MLST.Staphylococcus_aureus.59,,2765245,35,Good,100,0.2
1280.59308,Staphylococcus aureus CFSA15SA099,Staphylococcus aureus,MLST.Staphylococcus_aureus.5,,2767774,20,Good,100,0
1280.59309,Staphylococcus aureus CFSA15SA098,Staphylococcus aureus,MLST.Staphylococcus_aureus.1,,2742049,8,Good,100,0
1280.59310,Staphylococcus aureus CFSA15SA096,Staphylococcus aureus,MLST.Staphylococcus_aureus.25,,2728604,9,Good,100,0
1280.59311,Staphylococcus aureus CFSA15SA095,Staphylococcus aureus,MLST.Staphylococcus_aureus.188,,2757433,13,Good,100,0
1280.59312,Staphylococcus aureus CFSA15SA097,Staphylococcus aureus,MLST.Staphylococcus_aureus.7,,2779571,15,Good,100,0
1280.59313,Staphylococcus aureus CFSA15SA093,Staphylococcus aureus,MLST.Staphylococcus_aureus.15,,2711654,19,Good,100,0
1280.59314,Staphylococcus aureus CFSA15SA092,Staphylococcus aureus,,,2784819,22,Good,100,0
1280.59315,Staphylococcus aureus CFSA15SA090,Staphylococcus aureus,MLST.Staphylococcus_aureus.9,,2760519,40,Good,100,0
1280.59316,Staphylococcus aureus CFSA15SA088,Staphylococcus aureus,MLST.Staphylococcus_aureus.59,,2764903,34,Good,100,0.2
1280.59317,Staphylococcus aureus CFSA15SA091,Staphylococcus aureus,,,2675912,11,Good,100,0
1280.59318,Staphylococcus aureus CFSA15SA087,Staphylococcus aureus,MLST.Staphylococcus_aureus.1,,2799881,12,Good,100,0
1280.59319,Staphylococcus aureus CFSA15SA086,Staphylococcus aureus,MLST.Staphylococcus_aureus.1,,2858033,10,Good,100,0
1280.59320,Staphylococcus aureus CFSA15SA089,Staphylococcus aureus,,,2677525,11,Good,100,0.2
1280.59321,Staphylococcus aureus CFSA15SA085,Staphylococcus aureus,MLST.Staphylococcus_aureus.5,,2847117,35,Good,100,0
1280.59322,Staphylococcus aureus CFSA15SA083,Staphylococcus aureus,MLST.Staphylococcus_aureus.5,,2783585,21,Good,99.8,0.2
1280.59323,Staphylococcus aureus CFSA15SA084,Staphylococcus aureus,,,2770100,20,Good,100,0
1280.59324,Staphylococcus aureus CFSA15SA082,Staphylococcus aureus,MLST.Staphylococcus_aureus.1,,2824222,17,Good,100,0.2
1280.59325,Staphylococcus aureus CFSA15SA080,Staphylococcus aureus,MLST.Staphylococcus_aureus.398,,2701441,19,Good,100,0
1280.59326,Staphylococcus aureus CFSA15SA076,Staphylococcus aureus,MLST.Staphylococcus_aureus.6,,2784907,27,Good,100,0
1280.59327,Staphylococcus aureus CFSA15SA079,Staphylococcus aureus,MLST.Staphylococcus_aureus.398,,2760137,21,Good,100,0
1280.59328,Staphylococcus aureus CFSA15SA078,Staphylococcus aureus,MLST.Staphylococcus_aureus.1,,2823202,14,Good,100,0
1280.59329,Staphylococcus aureus CFSA15SA077,Staphylococcus aureus,MLST.Staphylococcus_aureus.1,,2823401,16,Good,100,0.2
1280.59330,Staphylococcus aureus CFSA15SA074,Staphylococcus aureus,MLST.Staphylococcus_aureus.6,,2773469,28,Good,100,0
1280.59331,Staphylococcus aureus CFSA15SA075,Staphylococcus aureus,MLST.Staphylococcus_aureus.1,,2756670,13,Good,100,0.2
1280.59332,Staphylococcus aureus CFSA15SA070,Staphylococcus aureus,MLST.Staphylococcus_aureus.6,,2768736,20,Good,100,0
1280.59333,Staphylococcus aureus CFSA15SA072,Staphylococcus aureus,MLST.Staphylococcus_aureus.25,,2737020,11,Good,100,0
1280.59334,Staphylococcus aureus CFSA15SA073,Staphylococcus aureus,MLST.Staphylococcus_aureus.398,,2670296,17,Good,100,0
1280.59335,Staphylococcus aureus CFSA15SA071,Staphylococcus aureus,MLST.Staphylococcus_aureus.15,,2711566,17,Good,100,0
1280.59336,Staphylococcus aureus CFSA15SA069,Staphylococcus aureus,,,2806098,35,Good,100,0
1280.59337,Staphylococcus aureus CFSA15SA067,Staphylococcus aureus,MLST.Staphylococcus_aureus.5,,2771376,22,Good,100,0
1280.59338,Staphylococcus aureus CFSA15SA068,Staphylococcus aureus,,,2804191,35,Good,100,0
1280.59339,Staphylococcus aureus CFSA15SA064,Staphylococcus aureus,MLST.Staphylococcus_aureus.59,,2703566,39,Good,100,0
1280.59340,Staphylococcus aureus CFSA15SA066,Staphylococcus aureus,MLST.Staphylococcus_aureus.9,,2737113,35,Good,100,0
1280.59341,Staphylococcus aureus CFSA15SA065,Staphylococcus aureus,MLST.Staphylococcus_aureus.9,,2804335,52,Good,99.8,0
1280.59342,Staphylococcus aureus CFSA15SA063,Staphylococcus aureus,,,2807325,22,Good,100,0
1280.59343,Staphylococcus aureus CFSA15SA059,Staphylococcus aureus,MLST.Staphylococcus_aureus.5,,2761153,19,Good,100,0
1280.59344,Staphylococcus aureus CFSA15SA060,Staphylococcus aureus,MLST.Staphylococcus_aureus.398,,2756267,18,Good,100,0
1280.59345,Staphylococcus aureus CFSA15SA061,Staphylococcus aureus,MLST.Staphylococcus_aureus.6,,2764251,25,Good,100,0
1280.59346,Staphylococcus aureus CFSA15SA057,Staphylococcus aureus,MLST.Staphylococcus_aureus.59,,2718065,34,Good,100,0
1280.59347,Staphylococcus aureus CFSA15SA058,Staphylococcus aureus,MLST.Staphylococcus_aureus.59,,2740021,48,Good,100,0
1280.59348,Staphylococcus aureus CFSA15SA055,Staphylococcus aureus,MLST.Staphylococcus_aureus.5,,2802043,25,Good,100,0
1280.59349,Staphylococcus aureus CFSA15SA054,Staphylococcus aureus,MLST.Staphylococcus_aureus.5,,2829844,24,Good,100,0.2
1280.59350,Staphylococcus aureus CFSA15SA053,Staphylococcus aureus,MLST.Staphylococcus_aureus.398,,2723337,23,Good,100,0
1280.59351,Staphylococcus aureus CFSA15SA056,Staphylococcus aureus,MLST.Staphylococcus_aureus.1,,2760015,10,Good,100,0
1280.59352,Staphylococcus aureus CFSA15SA051,Staphylococcus aureus,MLST.Staphylococcus_aureus.3075,,2750878,10,Good,100,0
1280.59353,Staphylococcus aureus CFSA15SA052,Staphylococcus aureus,MLST.Staphylococcus_aureus.1218,,2692104,12,Good,100,0
1280.59354,Staphylococcus aureus CFSA15SA049,Staphylococcus aureus,MLST.Staphylococcus_aureus.5,,2760279,20,Good,100,0
1280.59355,Staphylococcus aureus CFSA15SA050,Staphylococcus aureus,MLST.Staphylococcus_aureus.59,,2738752,54,Good,100,0
1280.59356,Staphylococcus aureus CFSA15SA048,Staphylococcus aureus,MLST.Staphylococcus_aureus.5,,2806587,26,Good,100,0
1280.59357,Staphylococcus aureus CFSA15SA047,Staphylococcus aureus,MLST.Staphylococcus_aureus.5,,2827355,32,Good,100,0.4
1280.59358,Staphylococcus aureus CFSA15SA046,Staphylococcus aureus,MLST.Staphylococcus_aureus.5,,2779916,27,Good,100,0
1280.59359,Staphylococcus aureus CFSA15SA042,Staphylococcus aureus,MLST.Staphylococcus_aureus.5,,2755224,21,Good,100,0
1280.59360,Staphylococcus aureus CFSA15SA045,Staphylococcus aureus,MLST.Staphylococcus_aureus.6,,2797799,28,Good,100,0
1280.59361,Staphylococcus aureus CFSA15SA044,Staphylococcus aureus,MLST.Staphylococcus_aureus.6,,2801749,21,Good,100,0
1280.59362,Staphylococcus aureus CFSA15SA040,Staphylococcus aureus,MLST.Staphylococcus_aureus.5,,2734847,23,Good,100,0
1280.59363,Staphylococcus aureus CFSA15SA041,Staphylococcus aureus,MLST.Staphylococcus_aureus.464,,2731839,19,Good,100,0.2
1280.59364,Staphylococcus aureus CFSA15SA039,Staphylococcus aureus,MLST.Staphylococcus_aureus.1,,2774231,10,Good,100,0
1280.59365,Staphylococcus aureus CFSA15SA037,Staphylococcus aureus,MLST.Staphylococcus_aureus.1,,2770857,15,Good,100,0
1280.59366,Staphylococcus aureus CFSA15SA038,Staphylococcus aureus,MLST.Staphylococcus_aureus.1,,2826842,26,Good,100,0
1280.59367,Staphylococcus aureus CFSA15SA043,Staphylococcus aureus,MLST.Staphylococcus_aureus.22,,2730451,23,Good,100,0
1280.59368,Staphylococcus aureus CFSA15SA036,Staphylococcus aureus,MLST.Staphylococcus_aureus.1,,2774920,12,Good,100,0.2
1280.59369,Staphylococcus aureus CFSA15SA035,Staphylococcus aureus,MLST.Staphylococcus_aureus.7,,2735520,36,Good,100,0
1280.59370,Staphylococcus aureus CFSA15SA034,Staphylococcus aureus,MLST.Staphylococcus_aureus.59,,2791710,43,Good,100,0
1280.59371,Staphylococcus aureus CFSA15SA030,Staphylococcus aureus,MLST.Staphylococcus_aureus.59,,2783500,42,Good,99.6,0
1280.59372,Staphylococcus aureus CFSA15SA032,Staphylococcus aureus,MLST.Staphylococcus_aureus.59,,2790625,41,Good,100,0
1280.59373,Staphylococcus aureus CFSA15SA031,Staphylococcus aureus,MLST.Staphylococcus_aureus.59,,2791563,43,Good,100,0
1280.59374,Staphylococcus aureus CFSA15SA033,Staphylococcus aureus,MLST.Staphylococcus_aureus.59,,2787513,43,Good,100,0
1280.59375,Staphylococcus aureus CFSA15SA029,Staphylococcus aureus,MLST.Staphylococcus_aureus.59,,2769926,41,Good,100,0
1280.59376,Staphylococcus aureus CFSA15SA028,Staphylococcus aureus,MLST.Staphylococcus_aureus.630,,2753888,42,Good,100,0
1280.59377,Staphylococcus aureus CFSA15SA027,Staphylococcus aureus,MLST.Staphylococcus_aureus.5,,2747455,29,Good,100,0
1280.59378,Staphylococcus aureus CFSA15SA026,Staphylococcus aureus,MLST.Staphylococcus_aureus.5,,2750400,24,Good,100,0
1280.59379,Staphylococcus aureus CFSA15SA025,Staphylococcus aureus,MLST.Staphylococcus_aureus.7,,2790437,12,Good,100,0
1280.59380,Staphylococcus aureus CFSA15SA023,Staphylococcus aureus,MLST.Staphylococcus_aureus.59,,2798009,36,Good,100,0
1280.59381,Staphylococcus aureus CFSA15SA024,Staphylococcus aureus,MLST.Staphylococcus_aureus.6,,2758877,28,Good,100,0.2
1280.59382,Staphylococcus aureus CFSA15SA018,Staphylococcus aureus,MLST.Staphylococcus_aureus.464,,2725147,25,Good,100,0.2
1280.59383,Staphylococcus aureus CFSA15SA021,Staphylococcus aureus,MLST.Staphylococcus_aureus.7,,2760898,19,Good,100,0
1280.59384,Staphylococcus aureus CFSA15SA022,Staphylococcus aureus,MLST.Staphylococcus_aureus.7,,2760807,17,Good,100,0
1280.59385,Staphylococcus aureus CFSA15SA020,Staphylococcus aureus,MLST.Staphylococcus_aureus.7,,2812596,35,Good,100,0
1280.59386,Staphylococcus aureus CFSA15SA019,Staphylococcus aureus,MLST.Staphylococcus_aureus.7,,2761672,14,Good,100,0
1280.59387,Staphylococcus aureus CFSA15SA016,Staphylococcus aureus,MLST.Staphylococcus_aureus.88,,2785957,21,Good,100,0
1280.59388,Staphylococcus aureus CFSA15SA017,Staphylococcus aureus,MLST.Staphylococcus_aureus.7,,2762289,21,Good,100,0
1280.59389,Staphylococcus aureus CFSA15SA014,Staphylococcus aureus,MLST.Staphylococcus_aureus.5,,2779486,24,Good,100,0
1280.59390,Staphylococcus aureus CFSA15SA015,Staphylococcus aureus,,,2762148,17,Good,100,0
