genome_id,genome_name,cluster,cluster_size
1280.59210,Staphylococcus aureus MRSA157,nogroup:1280.59210,1
1280.59211,Staphylococcus aureus MRSA158,nogroup:1280.59211,1
1280.59212,Staphylococcus aureus MRSA155,nogroup:1280.59212,1
1280.59213,Staphylococcus aureus MRSA156,nogroup:1280.59213,1
1280.59214,Staphylococcus aureus MRSA154,nogroup:1280.59214,1
1280.59215,Staphylococcus aureus MRSA152,nogroup:1280.59215,1
1280.59216,Staphylococcus aureus MRSA153,nogroup:1280.59216,1
1280.59217,Staphylococcus aureus MRSA151,nogroup:1280.59217,1
1280.59218,Staphylococcus aureus MRSA149,nogroup:1280.59218,1
1280.59219,Staphylococcus aureus MRSA150,nogroup:1280.59219,1
1280.59220,Staphylococcus aureus MRSA147,nogroup:1280.59220,1
1280.59221,Staphylococcus aureus MRSA146,nogroup:1280.59221,1
1280.59222,Staphylococcus aureus MRSA145,nogroup:1280.59222,1
1280.59223,Staphylococcus aureus MRSA144,nogroup:1280.59223,1
1280.59224,Staphylococcus aureus MRSA143,nogroup:1280.59224,1
1280.59225,Staphylococcus aureus MRSA142,nogroup:1280.59225,1
1280.59226,Staphylococcus aureus MRSA140,nogroup:1280.59226,1
1280.59227,Staphylococcus aureus MRSA141,nogroup:1280.59227,1
1280.59228,Staphylococcus aureus MRSA139,nogroup:1280.59228,1
1280.59229,Staphylococcus aureus MRSA138,nogroup:1280.59229,1
1280.59230,Staphylococcus aureus MRSA135,nogroup:1280.59230,1
1280.59231,Staphylococcus aureus MRSA137,nogroup:1280.59231,1
1280.59232,Staphylococcus aureus MRSA132,nogroup:1280.59232,1
1280.59233,Staphylococcus aureus MRSA136,nogroup:1280.59233,1
1280.59234,Staphylococcus aureus MRSA133,nogroup:1280.59234,1
1280.59235,Staphylococcus aureus MRSA134,nogroup:1280.59235,1
1280.59236,Staphylococcus aureus MRSA131,nogroup:1280.59236,1
1280.59237,Staphylococcus aureus MRSA116,nogroup:1280.59237,1
1280.59238,Staphylococcus aureus MRSA117,nogroup:1280.59238,1
1280.59239,Staphylococcus aureus MRSA118,nogroup:1280.59239,1
1280.59240,Staphylococcus aureus MRSA115,nogroup:1280.59240,1
1280.59241,Staphylococcus aureus MRSA103,nogroup:1280.59241,1
1280.59242,Staphylococcus aureus MRSA104,nogroup:1280.59242,1
1280.59243,Staphylococcus aureus MRSA102,nogroup:1280.59243,1
1280.59245,Staphylococcus aureus CLSA02,nogroup:1280.59245,1
1280.59246,Staphylococcus aureus CLSA03,nogroup:1280.59246,1
1280.59247,Staphylococcus aureus CLSA06,nogroup:1280.59247,1
1280.59248,Staphylococcus aureus CLSA04,nogroup:1280.59248,1
1280.59249,Staphylococcus aureus CFSA15SA431,nogroup:1280.59249,1
1280.59250,Staphylococcus aureus CLSA01,nogroup:1280.59250,1
1280.59251,Staphylococcus aureus CLSA05,nogroup:1280.59251,1
1280.59252,Staphylococcus aureus CFSA15SA157,nogroup:1280.59252,1
1280.59253,Staphylococcus aureus CFSA15SA155,nogroup:1280.59253,1
1280.59254,Staphylococcus aureus CFSA15SA160,nogroup:1280.59254,1
1280.59255,Staphylococcus aureus CFSA15SA158,nogroup:1280.59255,1
1280.59256,Staphylococcus aureus CFSA15SA149,nogroup:1280.59256,1
1280.59257,Staphylococcus aureus CFSA15SA153,nogroup:1280.59257,1
1280.59258,Staphylococcus aureus CFSA15SA150,nogroup:1280.59258,1
1280.59259,Staphylococcus aureus CFSA15SA148,nogroup:1280.59259,1
1280.59260,Staphylococcus aureus CFSA15SA151,nogroup:1280.59260,1
1280.59261,Staphylococcus aureus CFSA15SA152,nogroup:1280.59261,1
1280.59262,Staphylococcus aureus CFSA15SA146,nogroup:1280.59262,1
1280.59263,Staphylococcus aureus CFSA15SA145,nogroup:1280.59263,1
1280.59264,Staphylococcus aureus CFSA15SA147,nogroup:1280.59264,1
1280.59265,Staphylococcus aureus CFSA15SA144,nogroup:1280.59265,1
1280.59266,Staphylococcus aureus CFSA15SA143,nogroup:1280.59266,1
1280.59267,Staphylococcus aureus CFSA15SA142,nogroup:1280.59267,1
1280.59268,Staphylococcus aureus CFSA15SA141,nogroup:1280.59268,1
1280.59269,Staphylococcus aureus CFSA15SA140,nogroup:1280.59269,1
1280.59270,Staphylococcus aureus CFSA15SA139,nogroup:1280.59270,1
1280.59271,Staphylococcus aureus CFSA15SA138,nogroup:1280.59271,1
1280.59272,Staphylococcus aureus CFSA15SA136,nogroup:1280.59272,1
1280.59273,Staphylococcus aureus CFSA15SA137,nogroup:1280.59273,1
1280.59274,Staphylococcus aureus CFSA15SA132,nogroup:1280.59274,1
1280.59275,Staphylococcus aureus CFSA15SA133,nogroup:1280.59275,1
1280.59276,Staphylococcus aureus CFSA15SA131,nogroup:1280.59276,1
1280.59277,Staphylococcus aureus CFSA15SA135,nogroup:1280.59277,1
1280.59278,Staphylococcus aureus CFSA15SA129,nogroup:1280.59278,1
1280.59279,Staphylococcus aureus CFSA15SA134,nogroup:1280.59279,1
1280.59280,Staphylococcus aureus CFSA15SA126,nogroup:1280.59280,1
1280.59281,Staphylococcus aureus CFSA15SA127,nogroup:1280.59281,1
1280.59282,Staphylococcus aureus CFSA15SA125,nogroup:1280.59282,1
1280.59283,Staphylococcus aureus CFSA15SA122,nogroup:1280.59283,1
1280.59284,Staphylococcus aureus CFSA15SA124,nogroup:1280.59284,1
1280.59285,Staphylococcus aureus CFSA15SA123,nogroup:1280.59285,1
1280.59286,Staphylococcus aureus CFSA15SA120,nogroup:1280.59286,1
1280.59287,Staphylococcus aureus CFSA15SA121,nogroup:1280.59287,1
1280.59288,Staphylococcus aureus CFSA15SA118,nogroup:1280.59288,1
1280.59289,Staphylococcus aureus CFSA15SA116,nogroup:1280.59289,1
1280.59290,Staphylococcus aureus CFSA15SA119,nogroup:1280.59290,1
1280.59291,Staphylococcus aureus CFSA15SA115,nogroup:1280.59291,1
1280.59292,Staphylococcus aureus CFSA15SA117,nogroup:1280.59292,1
1280.59293,Staphylococcus aureus CFSA15SA114,nogroup:1280.59293,1
1280.59294,Staphylococcus aureus CFSA15SA113,nogroup:1280.59294,1
1280.59295,Staphylococcus aureus CFSA15SA112,nogroup:1280.59295,1
1280.59296,Staphylococcus aureus CFSA15SA110,nogroup:1280.59296,1
1280.59297,Staphylococcus aureus CFSA15SA111,nogroup:1280.59297,1
1280.59298,Staphylococcus aureus CFSA15SA109,nogroup:1280.59298,1
1280.59299,Staphylococcus aureus CFSA15SA108,nogroup:1280.59299,1
1280.59300,Staphylococcus aureus CFSA15SA106,nogroup:1280.59300,1
1280.59301,Staphylococcus aureus CFSA15SA105,nogroup:1280.59301,1
1280.59302,Staphylococcus aureus CFSA15SA107,nogroup:1280.59302,1
1280.59303,Staphylococcus aureus CFSA15SA104,nogroup:1280.59303,1
1280.59304,Staphylococcus aureus CFSA15SA101,nogroup:1280.59304,1
1280.59305,Staphylococcus aureus CFSA15SA103,nogroup:1280.59305,1
1280.59306,Staphylococcus aureus CFSA15SA102,nogroup:1280.59306,1
1280.59307,Staphylococcus aureus CFSA15SA100,nogroup:1280.59307,1
1280.59308,Staphylococcus aureus CFSA15SA099,nogroup:1280.59308,1
1280.59309,Staphylococcus aureus CFSA15SA098,nogroup:1280.59309,1
1280.59310,Staphylococcus aureus CFSA15SA096,nogroup:1280.59310,1
1280.59311,Staphylococcus aureus CFSA15SA095,nogroup:1280.59311,1
1280.59312,Staphylococcus aureus CFSA15SA097,nogroup:1280.59312,1
1280.59313,Staphylococcus aureus CFSA15SA093,nogroup:1280.59313,1
1280.59314,Staphylococcus aureus CFSA15SA092,nogroup:1280.59314,1
1280.59315,Staphylococcus aureus CFSA15SA090,nogroup:1280.59315,1
1280.59316,Staphylococcus aureus CFSA15SA088,nogroup:1280.59316,1
1280.59317,Staphylococcus aureus CFSA15SA091,nogroup:1280.59317,1
1280.59318,Staphylococcus aureus CFSA15SA087,nogroup:1280.59318,1
1280.59319,Staphylococcus aureus CFSA15SA086,nogroup:1280.59319,1
1280.59320,Staphylococcus aureus CFSA15SA089,nogroup:1280.59320,1
1280.59321,Staphylococcus aureus CFSA15SA085,nogroup:1280.59321,1
1280.59322,Staphylococcus aureus CFSA15SA083,nogroup:1280.59322,1
1280.59323,Staphylococcus aureus CFSA15SA084,nogroup:1280.59323,1
1280.59324,Staphylococcus aureus CFSA15SA082,nogroup:1280.59324,1
1280.59325,Staphylococcus aureus CFSA15SA080,nogroup:1280.59325,1
1280.59326,Staphylococcus aureus CFSA15SA076,nogroup:1280.59326,1
1280.59327,Staphylococcus aureus CFSA15SA079,nogroup:1280.59327,1
1280.59328,Staphylococcus aureus CFSA15SA078,nogroup:1280.59328,1
1280.59329,Staphylococcus aureus CFSA15SA077,nogroup:1280.59329,1
1280.59330,Staphylococcus aureus CFSA15SA074,nogroup:1280.59330,1
1280.59331,Staphylococcus aureus CFSA15SA075,nogroup:1280.59331,1
1280.59332,Staphylococcus aureus CFSA15SA070,nogroup:1280.59332,1
1280.59333,Staphylococcus aureus CFSA15SA072,nogroup:1280.59333,1
1280.59334,Staphylococcus aureus CFSA15SA073,nogroup:1280.59334,1
1280.59335,Staphylococcus aureus CFSA15SA071,nogroup:1280.59335,1
1280.59336,Staphylococcus aureus CFSA15SA069,nogroup:1280.59336,1
1280.59337,Staphylococcus aureus CFSA15SA067,nogroup:1280.59337,1
1280.59338,Staphylococcus aureus CFSA15SA068,nogroup:1280.59338,1
1280.59339,Staphylococcus aureus CFSA15SA064,nogroup:1280.59339,1
1280.59340,Staphylococcus aureus CFSA15SA066,nogroup:1280.59340,1
1280.59341,Staphylococcus aureus CFSA15SA065,nogroup:1280.59341,1
1280.59342,Staphylococcus aureus CFSA15SA063,nogroup:1280.59342,1
1280.59343,Staphylococcus aureus CFSA15SA059,nogroup:1280.59343,1
1280.59344,Staphylococcus aureus CFSA15SA060,nogroup:1280.59344,1
1280.59345,Staphylococcus aureus CFSA15SA061,nogroup:1280.59345,1
1280.59346,Staphylococcus aureus CFSA15SA057,nogroup:1280.59346,1
1280.59347,Staphylococcus aureus CFSA15SA058,nogroup:1280.59347,1
1280.59348,Staphylococcus aureus CFSA15SA055,nogroup:1280.59348,1
1280.59349,Staphylococcus aureus CFSA15SA054,nogroup:1280.59349,1
1280.59350,Staphylococcus aureus CFSA15SA053,nogroup:1280.59350,1
1280.59351,Staphylococcus aureus CFSA15SA056,nogroup:1280.59351,1
1280.59352,Staphylococcus aureus CFSA15SA051,nogroup:1280.59352,1
1280.59353,Staphylococcus aureus CFSA15SA052,nogroup:1280.59353,1
1280.59354,Staphylococcus aureus CFSA15SA049,nogroup:1280.59354,1
1280.59355,Staphylococcus aureus CFSA15SA050,nogroup:1280.59355,1
1280.59356,Staphylococcus aureus CFSA15SA048,nogroup:1280.59356,1
1280.59357,Staphylococcus aureus CFSA15SA047,nogroup:1280.59357,1
1280.59358,Staphylococcus aureus CFSA15SA046,nogroup:1280.59358,1
1280.59359,Staphylococcus aureus CFSA15SA042,nogroup:1280.59359,1
1280.59360,Staphylococcus aureus CFSA15SA045,nogroup:1280.59360,1
1280.59361,Staphylococcus aureus CFSA15SA044,nogroup:1280.59361,1
1280.59362,Staphylococcus aureus CFSA15SA040,nogroup:1280.59362,1
1280.59363,Staphylococcus aureus CFSA15SA041,nogroup:1280.59363,1
1280.59364,Staphylococcus aureus CFSA15SA039,nogroup:1280.59364,1
1280.59365,Staphylococcus aureus CFSA15SA037,nogroup:1280.59365,1
1280.59366,Staphylococcus aureus CFSA15SA038,nogroup:1280.59366,1
1280.59367,Staphylococcus aureus CFSA15SA043,nogroup:1280.59367,1
1280.59368,Staphylococcus aureus CFSA15SA036,nogroup:1280.59368,1
1280.59369,Staphylococcus aureus CFSA15SA035,nogroup:1280.59369,1
1280.59370,Staphylococcus aureus CFSA15SA034,nogroup:1280.59370,1
1280.59371,Staphylococcus aureus CFSA15SA030,nogroup:1280.59371,1
1280.59372,Staphylococcus aureus CFSA15SA032,nogroup:1280.59372,1
1280.59373,Staphylococcus aureus CFSA15SA031,nogroup:1280.59373,1
1280.59374,Staphylococcus aureus CFSA15SA033,nogroup:1280.59374,1
1280.59375,Staphylococcus aureus CFSA15SA029,nogroup:1280.59375,1
1280.59376,Staphylococcus aureus CFSA15SA028,nogroup:1280.59376,1
1280.59377,Staphylococcus aureus CFSA15SA027,nogroup:1280.59377,1
1280.59378,Staphylococcus aureus CFSA15SA026,nogroup:1280.59378,1
1280.59379,Staphylococcus aureus CFSA15SA025,nogroup:1280.59379,1
1280.59380,Staphylococcus aureus CFSA15SA023,nogroup:1280.59380,1
1280.59381,Staphylococcus aureus CFSA15SA024,nogroup:1280.59381,1
1280.59382,Staphylococcus aureus CFSA15SA018,nogroup:1280.59382,1
1280.59383,Staphylococcus aureus CFSA15SA021,nogroup:1280.59383,1
1280.59384,Staphylococcus aureus CFSA15SA022,nogroup:1280.59384,1
1280.59385,Staphylococcus aureus CFSA15SA020,nogroup:1280.59385,1
1280.59386,Staphylococcus aureus CFSA15SA019,nogroup:1280.59386,1
1280.59387,Staphylococcus aureus CFSA15SA016,nogroup:1280.59387,1
1280.59388,Staphylococcus aureus CFSA15SA017,nogroup:1280.59388,1
1280.59389,Staphylococcus aureus CFSA15SA014,nogroup:1280.59389,1
1280.59390,Staphylococcus aureus CFSA15SA015,nogroup:1280.59390,1
1280.59391,Staphylococcus aureus CFSA15SA012,nogroup:1280.59391,1
1280.59392,Staphylococcus aureus CFSA15SA011,nogroup:1280.59392,1
1280.59393,Staphylococcus aureus CFSA15SA013,nogroup:1280.59393,1
1280.59394,Staphylococcus aureus CFSA15SA006,nogroup:1280.59394,1
1280.59395,Staphylococcus aureus CFSA15SA008,nogroup:1280.59395,1
1280.59396,Staphylococcus aureus CFSA15SA009,nogroup:1280.59396,1
1280.59397,Staphylococcus aureus CFSA15SA010,nogroup:1280.59397,1
1280.59398,Staphylococcus aureus CFSA15SA005,nogroup:1280.59398,1
1280.59399,Staphylococcus aureus CFSA15SA003,nogroup:1280.59399,1
1280.59400,Staphylococcus aureus CFSA15SA004,nogroup:1280.59400,1
1280.59401,Staphylococcus aureus CFSA15SA002,nogroup:1280.59401,1
1280.59402,Staphylococcus aureus CFSA15SA001,nogroup:1280.59402,1
1280.59403,Staphylococcus aureus CFSA14SA042,nogroup:1280.59403,1
1280.59404,Staphylococcus aureus CFSA14SA043,nogroup:1280.59404,1
1280.59405,Staphylococcus aureus CFSA15SA007,nogroup:1280.59405,1
1280.59406,Staphylococcus aureus CFSA14SA041,nogroup:1280.59406,1
1280.59407,Staphylococcus aureus CFSA14SA038,nogroup:1280.59407,1
1280.59408,Staphylococcus aureus CFSA14SA039,nogroup:1280.59408,1
1280.59409,Staphylococcus aureus CFSA14SA037,nogroup:1280.59409,1
1280.59410,Staphylococcus aureus CFSA14SA040,nogroup:1280.59410,1
1280.59411,Staphylococcus aureus CFSA14SA036,nogroup:1280.59411,1
1280.59412,Staphylococcus aureus CFSA14SA035,nogroup:1280.59412,1
1280.59413,Staphylococcus aureus CFSA14SA034,nogroup:1280.59413,1
1280.59414,Staphylococcus aureus CFSA14SA033,nogroup:1280.59414,1
1280.59415,Staphylococcus aureus CFSA14SA032,nogroup:1280.59415,1
1280.59416,Staphylococcus aureus CFSA14SA031,nogroup:1280.59416,1
1280.59417,Staphylococcus aureus CFSA14SA029,nogroup:1280.59417,1
1280.59418,Staphylococcus aureus CFSA14SA028,nogroup:1280.59418,1
1280.59419,Staphylococcus aureus CFSA14SA030,nogroup:1280.59419,1
1280.59420,Staphylococcus aureus CFSA14SA025,nogroup:1280.59420,1
1280.59421,Staphylococcus aureus CFSA14SA026,nogroup:1280.59421,1
1280.59422,Staphylococcus aureus CFSA14SA027,nogroup:1280.59422,1
1280.59423,Staphylococcus aureus CFSA14SA024,nogroup:1280.59423,1
1280.59424,Staphylococcus aureus CFSA14SA022,nogroup:1280.59424,1
1280.59425,Staphylococcus aureus CFSA14SA021,nogroup:1280.59425,1
1280.59426,Staphylococcus aureus CFSA14SA023,nogroup:1280.59426,1
1280.59427,Staphylococcus aureus CFSA14SA017,nogroup:1280.59427,1
1280.59428,Staphylococcus aureus CFSA14SA018,nogroup:1280.59428,1
1280.59429,Staphylococcus aureus CFSA14SA020,nogroup:1280.59429,1
1280.59430,Staphylococcus aureus CFSA14SA016,nogroup:1280.59430,1
1280.59431,Staphylococcus aureus CFSA14SA019,nogroup:1280.59431,1
1280.59432,Staphylococcus aureus CFSA14SA014,nogroup:1280.59432,1
1280.59433,Staphylococcus aureus CFSA14SA015,nogroup:1280.59433,1
1280.59434,Staphylococcus aureus CFSA14SA013,nogroup:1280.59434,1
1280.59435,Staphylococcus aureus CFSA14SA011,nogroup:1280.59435,1
1280.59436,Staphylococcus aureus CFSA14SA012,nogroup:1280.59436,1
1280.59437,Staphylococcus aureus CFSA14SA010,nogroup:1280.59437,1
1280.59438,Staphylococcus aureus CFSA14SA008,nogroup:1280.59438,1
1280.59439,Staphylococcus aureus CFSA14SA009,nogroup:1280.59439,1
1280.59440,Staphylococcus aureus CFSA14SA006,nogroup:1280.59440,1
1280.59441,Staphylococcus aureus CFSA14SA002,nogroup:1280.59441,1
1280.59442,Staphylococcus aureus CFSA14SA007,nogroup:1280.59442,1
1280.59443,Staphylococcus aureus CFSA13SA040,nogroup:1280.59443,1
1280.59444,Staphylococcus aureus CFSA14SA005,nogroup:1280.59444,1
1280.59445,Staphylococcus aureus CFSA14SA003,nogroup:1280.59445,1
1280.59446,Staphylococcus aureus CFSA14SA001,nogroup:1280.59446,1
1280.59447,Staphylococcus aureus CFSA13SA042,nogroup:1280.59447,1
1280.59448,Staphylococcus aureus CFSA13SA041,nogroup:1280.59448,1
1280.59449,Staphylococcus aureus CFSA16SA059,nogroup:1280.59449,1
1280.59450,Staphylococcus aureus CFSA15SA081,nogroup:1280.59450,1
1280.59451,Staphylococcus aureus CFSA15SA094,nogroup:1280.59451,1
1280.59452,Staphylococcus aureus CFSA13SA018,nogroup:1280.59452,1
1280.59453,Staphylococcus aureus CFSA12SA071,nogroup:1280.59453,1
1280.59454,Staphylococcus aureus CFSA12SA068,nogroup:1280.59454,1
1280.59455,Staphylococcus aureus CFSA13SA001,nogroup:1280.59455,1
1280.59456,Staphylococcus aureus CFSA12SA067,nogroup:1280.59456,1
1280.59457,Staphylococcus aureus CFSA12SA065,nogroup:1280.59457,1
1280.59458,Staphylococcus aureus CFSA12SA066,nogroup:1280.59458,1
1280.59459,Staphylococcus aureus CFSA12SA061,nogroup:1280.59459,1
1280.59460,Staphylococcus aureus CFSA12SA064,nogroup:1280.59460,1
1280.59461,Staphylococcus aureus CFSA12SA062,nogroup:1280.59461,1
1280.59462,Staphylococcus aureus CFSA12SA058,nogroup:1280.59462,1
1280.59463,Staphylococcus aureus CFSA12SA057,nogroup:1280.59463,1
1280.59464,Staphylococcus aureus CFSA12SA053,nogroup:1280.59464,1
1280.59465,Staphylococcus aureus CFSA12SA030,nogroup:1280.59465,1
1280.59466,Staphylococcus aureus CFSA12SA016,nogroup:1280.59466,1
1280.59467,Staphylococcus aureus CFSA12SA018,nogroup:1280.59467,1
1280.59468,Staphylococcus aureus CFSA12SA013,nogroup:1280.59468,1
1280.59469,Staphylococcus aureus CFSA12SA042,nogroup:1280.59469,1
1280.59470,Staphylococcus aureus CFSA12SA010,nogroup:1280.59470,1
1280.59471,Staphylococcus aureus CLSA92,nogroup:1280.59471,1
1280.59472,Staphylococcus aureus CLSA91,nogroup:1280.59472,1
1280.59473,Staphylococcus aureus CLSA87,nogroup:1280.59473,1
1280.59474,Staphylococcus aureus CLSA72,nogroup:1280.59474,1
1280.59475,Staphylococcus aureus CLSA71,nogroup:1280.59475,1
1280.59476,Staphylococcus aureus CLSA68,nogroup:1280.59476,1
1280.59477,Staphylococcus aureus CLSA69,nogroup:1280.59477,1
1280.59478,Staphylococcus aureus CLSA65,nogroup:1280.59478,1
1280.59479,Staphylococcus aureus CLSA67,nogroup:1280.59479,1
1280.59480,Staphylococcus aureus CLSA63,nogroup:1280.59480,1
1280.59481,Staphylococcus aureus CLSA73,nogroup:1280.59481,1
1280.59482,Staphylococcus aureus CLSA62,nogroup:1280.59482,1
1280.59483,Staphylococcus aureus CLSA86,nogroup:1280.59483,1
1280.59484,Staphylococcus aureus CLSA85,nogroup:1280.59484,1
1280.59485,Staphylococcus aureus CLSA84,nogroup:1280.59485,1
1280.59486,Staphylococcus aureus CLSA90,nogroup:1280.59486,1
1280.59487,Staphylococcus aureus CLSA83,nogroup:1280.59487,1
1280.59488,Staphylococcus aureus CLSA82,nogroup:1280.59488,1
1280.59489,Staphylococcus aureus CLSA79,nogroup:1280.59489,1
1280.59490,Staphylococcus aureus CLSA81,nogroup:1280.59490,1
1280.59491,Staphylococcus aureus CLSA80,nogroup:1280.59491,1
1280.59492,Staphylococcus aureus CLSA78,nogroup:1280.59492,1
1280.59493,Staphylococcus aureus CLSA76,nogroup:1280.59493,1
1280.59494,Staphylococcus aureus CLSA77,nogroup:1280.59494,1
1280.59495,Staphylococcus aureus CLSA75,nogroup:1280.59495,1
1280.59496,Staphylococcus aureus CLSA70,nogroup:1280.59496,1
1280.59497,Staphylococcus aureus CLSA74,nogroup:1280.59497,1
1280.59498,Staphylococcus aureus CLSA60,nogroup:1280.59498,1
1280.59499,Staphylococcus aureus CLSA66,nogroup:1280.59499,1
1280.59500,Staphylococcus aureus CLSA64,nogroup:1280.59500,1
1280.59501,Staphylococcus aureus CLSA61,nogroup:1280.59501,1
1280.59502,Staphylococcus aureus CLSA58,nogroup:1280.59502,1
1280.59503,Staphylococcus aureus CLSA59,nogroup:1280.59503,1
1280.59504,Staphylococcus aureus CLSA56,nogroup:1280.59504,1
1280.59505,Staphylococcus aureus CLSA57,nogroup:1280.59505,1
1280.59506,Staphylococcus aureus CLSA54,nogroup:1280.59506,1
1280.59507,Staphylococcus aureus CLSA55,nogroup:1280.59507,1
1280.59508,Staphylococcus aureus CLSA52,nogroup:1280.59508,1
1280.59509,Staphylococcus aureus CLSA53,nogroup:1280.59509,1
1280.59510,Staphylococcus aureus CLSA51,nogroup:1280.59510,1
1280.59511,Staphylococcus aureus CLSA49,nogroup:1280.59511,1
1280.59512,Staphylococcus aureus CLSA47,nogroup:1280.59512,1
1280.59513,Staphylococcus aureus CLSA50,nogroup:1280.59513,1
1280.59514,Staphylococcus aureus CLSA48,nogroup:1280.59514,1
1280.59515,Staphylococcus aureus CLSA43,nogroup:1280.59515,1
1280.59516,Staphylococcus aureus CLSA46,nogroup:1280.59516,1
1280.59517,Staphylococcus aureus CLSA45,nogroup:1280.59517,1
1280.59518,Staphylococcus aureus CLSA44,nogroup:1280.59518,1
1280.59519,Staphylococcus aureus CLSA42,nogroup:1280.59519,1
1280.59520,Staphylococcus aureus CLSA39,nogroup:1280.59520,1
1280.59521,Staphylococcus aureus CLSA41,nogroup:1280.59521,1
1280.59522,Staphylococcus aureus CLSA40,nogroup:1280.59522,1
1280.59523,Staphylococcus aureus CLSA38,nogroup:1280.59523,1
1280.59524,Staphylococcus aureus CLSA36,nogroup:1280.59524,1
1280.59525,Staphylococcus aureus CLSA34,nogroup:1280.59525,1
1280.59526,Staphylococcus aureus CLSA35,nogroup:1280.59526,1
1280.59527,Staphylococcus aureus CLSA37,nogroup:1280.59527,1
1280.59528,Staphylococcus aureus CLSA31,nogroup:1280.59528,1
1280.59529,Staphylococcus aureus CLSA32,nogroup:1280.59529,1
1280.59530,Staphylococcus aureus CLSA33,nogroup:1280.59530,1
1280.59531,Staphylococcus aureus CLSA30,nogroup:1280.59531,1
1280.59532,Staphylococcus aureus CLSA29,nogroup:1280.59532,1
1280.59533,Staphylococcus aureus CLSA27,nogroup:1280.59533,1
1280.59534,Staphylococcus aureus CLSA28,nogroup:1280.59534,1
1280.59535,Staphylococcus aureus CLSA26,nogroup:1280.59535,1
1280.59536,Staphylococcus aureus CLSA25,nogroup:1280.59536,1
1280.59537,Staphylococcus aureus CLSA24,nogroup:1280.59537,1
1280.59538,Staphylococcus aureus CLSA23,nogroup:1280.59538,1
1280.59539,Staphylococcus aureus CLSA22,nogroup:1280.59539,1
1280.59540,Staphylococcus aureus CLSA18,nogroup:1280.59540,1
1280.59541,Staphylococcus aureus CLSA20,nogroup:1280.59541,1
1280.59542,Staphylococcus aureus CLSA21,nogroup:1280.59542,1
1280.59543,Staphylococcus aureus CLSA19,nogroup:1280.59543,1
1280.59544,Staphylococcus aureus CLSA16,nogroup:1280.59544,1
1280.59545,Staphylococcus aureus CLSA17,nogroup:1280.59545,1
1280.59546,Staphylococcus aureus CLSA15,nogroup:1280.59546,1
1280.59547,Staphylococcus aureus CLSA14,nogroup:1280.59547,1
1280.59548,Staphylococcus aureus CLSA13,nogroup:1280.59548,1
1280.59549,Staphylococcus aureus CLSA11,nogroup:1280.59549,1
1280.59550,Staphylococcus aureus CLSA12,nogroup:1280.59550,1
1280.59551,Staphylococcus aureus CLSA10,nogroup:1280.59551,1
1280.59553,Staphylococcus aureus CLSA08,nogroup:1280.59553,1
1280.59554,Staphylococcus aureus CLSA07,nogroup:1280.59554,1
1280.59555,Staphylococcus aureus CFSA17SA104,nogroup:1280.59555,1
1280.59556,Staphylococcus aureus CFSA17SA106,nogroup:1280.59556,1
1280.59557,Staphylococcus aureus CFSA17SA103,nogroup:1280.59557,1
1280.59558,Staphylococcus aureus CFSA17SA105,nogroup:1280.59558,1
1280.59559,Staphylococcus aureus CFSA17SA102,nogroup:1280.59559,1
1280.59560,Staphylococcus aureus CFSA17SA100,nogroup:1280.59560,1
1280.59561,Staphylococcus aureus CFSA17SA099,nogroup:1280.59561,1
1280.59562,Staphylococcus aureus CFSA17SA098,nogroup:1280.59562,1
1280.59563,Staphylococcus aureus CFSA17SA101,nogroup:1280.59563,1
1280.59564,Staphylococcus aureus CFSA17SA096,nogroup:1280.59564,1
1280.59565,Staphylococcus aureus CFSA17SA095,nogroup:1280.59565,1
1280.59566,Staphylococcus aureus CFSA17SA097,nogroup:1280.59566,1
1280.59567,Staphylococcus aureus CFSA17SA094,nogroup:1280.59567,1
1280.59568,Staphylococcus aureus CFSA17SA092,nogroup:1280.59568,1
1280.59569,Staphylococcus aureus CFSA17SA090,nogroup:1280.59569,1
1280.59570,Staphylococcus aureus CFSA17SA089,nogroup:1280.59570,1
1280.59571,Staphylococcus aureus CFSA17SA091,nogroup:1280.59571,1
1280.59572,Staphylococcus aureus CFSA17SA088,nogroup:1280.59572,1
1280.59573,Staphylococcus aureus CFSA17SA087,nogroup:1280.59573,1
1280.59574,Staphylococcus aureus CFSA17SA086,nogroup:1280.59574,1
1280.59575,Staphylococcus aureus CFSA17SA083,nogroup:1280.59575,1
1280.59576,Staphylococcus aureus CFSA17SA084,nogroup:1280.59576,1
1280.59577,Staphylococcus aureus CFSA17SA085,nogroup:1280.59577,1
1280.59578,Staphylococcus aureus CFSA17SA082,nogroup:1280.59578,1
1280.59579,Staphylococcus aureus CFSA17SA080,nogroup:1280.59579,1
1280.59580,Staphylococcus aureus CFSA17SA081,nogroup:1280.59580,1
1280.59581,Staphylococcus aureus CFSA17SA078,nogroup:1280.59581,1
1280.59582,Staphylococcus aureus CFSA17SA076,nogroup:1280.59582,1
1280.59583,Staphylococcus aureus CFSA17SA077,nogroup:1280.59583,1
1280.59584,Staphylococcus aureus CFSA17SA075,nogroup:1280.59584,1
1280.59585,Staphylococcus aureus CFSA17SA074,nogroup:1280.59585,1
1280.59586,Staphylococcus aureus CFSA17SA073,nogroup:1280.59586,1
1280.59587,Staphylococcus aureus CFSA17SA079,nogroup:1280.59587,1
1280.59588,Staphylococcus aureus CFSA17SA072,nogroup:1280.59588,1
