genome_id,genome_name,antibiotic,label
1280.59395,Staphylococcus aureus CFSA15SA008,tetracycline,Resistant
1280.59396,Staphylococcus aureus CFSA15SA009,ciprofloxacin,Resistant
1280.59396,Staphylococcus aureus CFSA15SA009,clindamycin,Resistant
1280.59396,Staphylococcus aureus CFSA15SA009,erythromycin,Resistant
1280.59396,Staphylococcus aureus CFSA15SA009,gentamicin,Susceptible
1280.59396,Staphylococcus aureus CFSA15SA009,tetracycline,Resistant
1280.59397,Staphylococcus aureus CFSA15SA010,ciprofloxacin,Resistant
1280.59397,Staphylococcus aureus CFSA15SA010,clindamycin,Resistant
1280.59397,Staphylococcus aureus CFSA15SA010,erythromycin,Resistant
1280.59397,Staphylococcus aureus CFSA15SA010,gentamicin,Resistant
1280.59397,Staphylococcus aureus CFSA15SA010,tetracycline,Susceptible
1280.59398,Staphylococcus aureus CFSA15SA005,ciprofloxacin,Resistant
1280.59398,Staphylococcus aureus CFSA15SA005,clindamycin,Resistant
1280.59398,Staphylococcus aureus CFSA15SA005,erythromycin,Resistant
1280.59398,Staphylococcus aureus CFSA15SA005,gentamicin,Resistant
1280.59398,Staphylococcus aureus CFSA15SA005,tetracycline,Resistant
1280.59399,Staphylococcus aureus CFSA15SA003,ciprofloxacin,Susceptible
1280.59399,Staphylococcus aureus CFSA15SA003,clindamycin,Susceptible
1280.59399,Staphylococcus aureus CFSA15SA003,erythromycin,Susceptible
1280.59399,Staphylococcus aureus CFSA15SA003,gentamicin,Susceptible
1280.59399,Staphylococcus aureus CFSA15SA003,tetracycline,Susceptible
1280.59401,Staphylococcus aureus CFSA15SA002,ciprofloxacin,Susceptible
1280.59401,Staphylococcus aureus CFSA15SA002,clindamycin,Resistant
1280.59401,Staphylococcus aureus CFSA15SA002,erythromycin,Resistant
1280.59401,Staphylococcus aureus CFSA15SA002,gentamicin,Susceptible
1280.59401,Staphylococcus aureus CFSA15SA002,tetracycline,Susceptible
1280.59402,Staphylococcus aureus CFSA15SA001,ciprofloxacin,Susceptible
1280.59402,Staphylococcus aureus CFSA15SA001,clindamycin,Susceptible
1280.59402,Staphylococcus aureus CFSA15SA001,erythromycin,Susceptible
1280.59402,Staphylococcus aureus CFSA15SA001,gentamicin,Susceptible
1280.59402,Staphylococcus aureus CFSA15SA001,tetracycline,Susceptible
1280.59403,Staphylococcus aureus CFSA14SA042,ciprofloxacin,Susceptible
1280.59403,Staphylococcus aureus CFSA14SA042,clindamycin,Resistant
1280.59403,Staphylococcus aureus CFSA14SA042,erythromycin,Resistant
1280.59403,Staphylococcus aureus CFSA14SA042,gentamicin,Susceptible
1280.59403,Staphylococcus aureus CFSA14SA042,tetracycline,Susceptible
1280.59404,Staphylococcus aureus CFSA14SA043,ciprofloxacin,Susceptible
1280.59404,Staphylococcus aureus CFSA14SA043,clindamycin,Resistant
1280.59404,Staphylococcus aureus CFSA14SA043,erythromycin,Resistant
1280.59404,Staphylococcus aureus CFSA14SA043,gentamicin,Susceptible
1280.59404,Staphylococcus aureus CFSA14SA043,tetracycline,Susceptible
1280.59405,Staphylococcus aureus CFSA15SA007,ciprofloxacin,Resistant
1280.59405,Staphylococcus aureus CFSA15SA007,clindamycin,Resistant
1280.59405,Staphylococcus aureus CFSA15SA007,erythromycin,Resistant
1280.59405,Staphylococcus aureus CFSA15SA007,gentamicin,Resistant
1280.59405,Staphylococcus aureus CFSA15SA007,tetracycline,Resistant
1280.59406,Staphylococcus aureus CFSA14SA041,ciprofloxacin,Susceptible
1280.59406,Staphylococcus aureus CFSA14SA041,clindamycin,Susceptible
1280.59406,Staphylococcus aureus CFSA14SA041,erythromycin,Resistant
1280.59406,Staphylococcus aureus CFSA14SA041,gentamicin,Susceptible
1280.59406,Staphylococcus aureus CFSA14SA041,tetracycline,Susceptible
1280.59407,Staphylococcus aureus CFSA14SA038,ciprofloxacin,Susceptible
1280.59407,Staphylococcus aureus CFSA14SA038,clindamycin,Susceptible
1280.59407,Staphylococcus aureus CFSA14SA038,erythromycin,Susceptible
1280.59407,Staphylococcus aureus CFSA14SA038,gentamicin,Susceptible
1280.59407,Staphylococcus aureus CFSA14SA038,tetracycline,Susceptible
1280.59408,Staphylococcus aureus CFSA14SA039,ciprofloxacin,Susceptible
1280.59408,Staphylococcus aureus CFSA14SA039,clindamycin,Susceptible
1280.59408,Staphylococcus aureus CFSA14SA039,erythromycin,Susceptible
1280.59408,Staphylococcus aureus CFSA14SA039,gentamicin,Susceptible
1280.59408,Staphylococcus aureus CFSA14SA039,tetracycline,Susceptible
1280.59409,Staphylococcus aureus CFSA14SA037,ciprofloxacin,Susceptible
1280.59409,Staphylococcus aureus CFSA14SA037,clindamycin,Resistant
1280.59409,Staphylococcus aureus CFSA14SA037,erythromycin,Resistant
1280.59409,Staphylococcus aureus CFSA14SA037,gentamicin,Susceptible
1280.59409,Staphylococcus aureus CFSA14SA037,tetracycline,Susceptible
1280.59410,Staphylococcus aureus CFSA14SA040,ciprofloxacin,Susceptible
1280.59410,Staphylococcus aureus CFSA14SA040,clindamycin,Susceptible
1280.59410,Staphylococcus aureus CFSA14SA040,erythromycin,Resistant
1280.59410,Staphylococcus aureus CFSA14SA040,gentamicin,Susceptible
1280.59410,Staphylococcus aureus CFSA14SA040,tetracycline,Susceptible
1280.59411,Staphylococcus aureus CFSA14SA036,ciprofloxacin,Susceptible
1280.59411,Staphylococcus aureus CFSA14SA036,clindamycin,Resistant
1280.59411,Staphylococcus aureus CFSA14SA036,erythromycin,Resistant
1280.59411,Staphylococcus aureus CFSA14SA036,gentamicin,Susceptible
1280.59411,Staphylococcus aureus CFSA14SA036,tetracycline,Susceptible
1280.59412,Staphylococcus aureus CFSA14SA035,clindamycin,Resistant
1280.59412,Staphylococcus aureus CFSA14SA035,erythromycin,Resistant
1280.59412,Staphylococcus aureus CFSA14SA035,gentamicin,Susceptible
1280.59412,Staphylococcus aureus CFSA14SA035,tetracycline,Susceptible
1280.59414,Staphylococcus aureus CFSA14SA033,ciprofloxacin,Susceptible
1280.59414,Staphylococcus aureus CFSA14SA033,clindamycin,Resistant
1280.59414,Staphylococcus aureus CFSA14SA033,erythromycin,Resistant
1280.59414,Staphylococcus aureus CFSA14SA033,gentamicin,Susceptible
1280.59414,Staphylococcus aureus CFSA14SA033,tetracycline,Susceptible
1280.59415,Staphylococcus aureus CFSA14SA032,ciprofloxacin,Susceptible
1280.59415,Staphylococcus aureus CFSA14SA032,clindamycin,Resistant
1280.59415,Staphylococcus aureus CFSA14SA032,erythromycin,Resistant
1280.59415,Staphylococcus aureus CFSA14SA032,gentamicin,Susceptible
1280.59415,Staphylococcus aureus CFSA14SA032,tetracycline,Susceptible
1280.59416,Staphylococcus aureus CFSA14SA031,ciprofloxacin,Susceptible
1280.59416,Staphylococcus aureus CFSA14SA031,clindamycin,Resistant
1280.59416,Staphylococcus aureus CFSA14SA031,erythromycin,Resistant
1280.59416,Staphylococcus aureus CFSA14SA031,gentamicin,Susceptible
1280.59416,Staphylococcus aureus CFSA14SA031,tetracycline,Susceptible
1280.59417,Staphylococcus aureus CFSA14SA029,ciprofloxacin,Susceptible
1280.59417,Staphylococcus aureus CFSA14SA029,clindamycin,Resistant
1280.59417,Staphylococcus aureus CFSA14SA029,erythromycin,Resistant
1280.59417,Staphylococcus aureus CFSA14SA029,gentamicin,Susceptible
1280.59417,Staphylococcus aureus CFSA14SA029,tetracycline,Susceptible
1280.59418,Staphylococcus aureus CFSA14SA028,ciprofloxacin,Susceptible
1280.59418,Staphylococcus aureus CFSA14SA028,clindamycin,Resistant
1280.59418,Staphylococcus aureus CFSA14SA028,erythromycin,Resistant
1280.59418,Staphylococcus aureus CFSA14SA028,gentamicin,Susceptible
1280.59418,Staphylococcus aureus CFSA14SA028,tetracycline,Susceptible
1280.59419,Staphylococcus aureus CFSA14SA030,ciprofloxacin,Susceptible
1280.59419,Staphylococcus aureus CFSA14SA030,clindamycin,Resistant
1280.59419,Staphylococcus aureus CFSA14SA030,erythromycin,Resistant
1280.59419,Staphylococcus aureus CFSA14SA030,gentamicin,Susceptible
1280.59419,Staphylococcus aureus CFSA14SA030,tetracycline,Susceptible
1280.59420,Staphylococcus aureus CFSA14SA025,ciprofloxacin,Susceptible
1280.59420,Staphylococcus aureus CFSA14SA025,clindamycin,Resistant
1280.59420,Staphylococcus aureus CFSA14SA025,erythromycin,Resistant
1280.59420,Staphylococcus aureus CFSA14SA025,gentamicin,Susceptible
1280.59420,Staphylococcus aureus CFSA14SA025,tetracycline,Susceptible
1280.59421,Staphylococcus aureus CFSA14SA026,ciprofloxacin,Susceptible
1280.59421,Staphylococcus aureus CFSA14SA026,clindamycin,Resistant
1280.59421,Staphylococcus aureus CFSA14SA026,erythromycin,Resistant
1280.59421,Staphylococcus aureus CFSA14SA026,gentamicin,Susceptible
1280.59421,Staphylococcus aureus CFSA14SA026,tetracycline,Susceptible
1280.59422,Staphylococcus aureus CFSA14SA027,ciprofloxacin,Susceptible
1280.59422,Staphylococcus aureus CFSA14SA027,clindamycin,Susceptible
1280.59422,Staphylococcus aureus CFSA14SA027,erythromycin,Susceptible
1280.59422,Staphylococcus aureus CFSA14SA027,gentamicin,Susceptible
1280.59422,Staphylococcus aureus CFSA14SA027,tetracycline,Susceptible
1280.59423,Staphylococcus aureus CFSA14SA024,ciprofloxacin,Susceptible
1280.59423,Staphylococcus aureus CFSA14SA024,clindamycin,Resistant
1280.59423,Staphylococcus aureus CFSA14SA024,erythromycin,Resistant
1280.59423,Staphylococcus aureus CFSA14SA024,gentamicin,Susceptible
1280.59423,Staphylococcus aureus CFSA14SA024,tetracycline,Susceptible
1280.59424,Staphylococcus aureus CFSA14SA022,ciprofloxacin,Susceptible
1280.59424,Staphylococcus aureus CFSA14SA022,clindamycin,Resistant
1280.59424,Staphylococcus aureus CFSA14SA022,erythromycin,Resistant
1280.59424,Staphylococcus aureus CFSA14SA022,gentamicin,Susceptible
1280.59425,Staphylococcus aureus CFSA14SA021,ciprofloxacin,Susceptible
1280.59425,Staphylococcus aureus CFSA14SA021,clindamycin,Susceptible
1280.59425,Staphylococcus aureus CFSA14SA021,erythromycin,Resistant
1280.59425,Staphylococcus aureus CFSA14SA021,gentamicin,Susceptible
1280.59425,Staphylococcus aureus CFSA14SA021,tetracycline,Susceptible
1280.59426,Staphylococcus aureus CFSA14SA023,ciprofloxacin,Susceptible
1280.59426,Staphylococcus aureus CFSA14SA023,clindamycin,Resistant
1280.59426,Staphylococcus aureus CFSA14SA023,erythromycin,Resistant
1280.59426,Staphylococcus aureus CFSA14SA023,gentamicin,Susceptible
1280.59426,Staphylococcus aureus CFSA14SA023,tetracycline,Resistant
1280.59427,Staphylococcus aureus CFSA14SA017,ciprofloxacin,Susceptible
1280.59427,Staphylococcus aureus CFSA14SA017,clindamycin,Resistant
1280.59427,Staphylococcus aureus CFSA14SA017,erythromycin,Resistant
1280.59427,Staphylococcus aureus CFSA14SA017,gentamicin,Susceptible
1280.59427,Staphylococcus aureus CFSA14SA017,tetracycline,Susceptible
1280.59428,Staphylococcus aureus CFSA14SA018,ciprofloxacin,Susceptible
1280.59428,Staphylococcus aureus CFSA14SA018,clindamycin,Resistant
1280.59428,Staphylococcus aureus CFSA14SA018,erythromycin,Resistant
1280.59428,Staphylococcus aureus CFSA14SA018,gentamicin,Susceptible
1280.59428,Staphylococcus aureus CFSA14SA018,tetracycline,Susceptible
1280.59430,Staphylococcus aureus CFSA14SA016,ciprofloxacin,Susceptible
1280.59430,Staphylococcus aureus CFSA14SA016,clindamycin,Resistant
1280.59430,Staphylococcus aureus CFSA14SA016,erythromycin,Resistant
1280.59430,Staphylococcus aureus CFSA14SA016,gentamicin,Susceptible
1280.59430,Staphylococcus aureus CFSA14SA016,tetracycline,Susceptible
1280.59431,Staphylococcus aureus CFSA14SA019,ciprofloxacin,Susceptible
1280.59431,Staphylococcus aureus CFSA14SA019,clindamycin,Resistant
1280.59431,Staphylococcus aureus CFSA14SA019,erythromycin,Resistant
1280.59431,Staphylococcus aureus CFSA14SA019,gentamicin,Susceptible
1280.59431,Staphylococcus aureus CFSA14SA019,tetracycline,Susceptible
1280.59432,Staphylococcus aureus CFSA14SA014,ciprofloxacin,Susceptible
1280.59432,Staphylococcus aureus CFSA14SA014,clindamycin,Resistant
1280.59432,Staphylococcus aureus CFSA14SA014,erythromycin,Resistant
1280.59432,Staphylococcus aureus CFSA14SA014,gentamicin,Susceptible
1280.59432,Staphylococcus aureus CFSA14SA014,tetracycline,Susceptible
1280.59433,Staphylococcus aureus CFSA14SA015,ciprofloxacin,Susceptible
1280.59433,Staphylococcus aureus CFSA14SA015,clindamycin,Resistant
1280.59433,Staphylococcus aureus CFSA14SA015,erythromycin,Resistant
1280.59433,Staphylococcus aureus CFSA14SA015,gentamicin,Susceptible
1280.59433,Staphylococcus aureus CFSA14SA015,tetracycline,Susceptible
1280.59434,Staphylococcus aureus CFSA14SA013,ciprofloxacin,Susceptible
1280.59434,Staphylococcus aureus CFSA14SA013,clindamycin,Resistant
1280.59434,Staphylococcus aureus CFSA14SA013,erythromycin,Resistant
1280.59434,Staphylococcus aureus CFSA14SA013,gentamicin,Susceptible
1280.59434,Staphylococcus aureus CFSA14SA013,tetracycline,Susceptible
1280.59435,Staphylococcus aureus CFSA14SA011,ciprofloxacin,Susceptible
1280.59435,Staphylococcus aureus CFSA14SA011,clindamycin,Resistant
1280.59435,Staphylococcus aureus CFSA14SA011,erythromycin,Resistant
1280.59435,Staphylococcus aureus CFSA14SA011,gentamicin,Susceptible
1280.59435,Staphylococcus aureus CFSA14SA011,tetracycline,Susceptible
1280.59436,Staphylococcus aureus CFSA14SA012,ciprofloxacin,Susceptible
1280.59436,Staphylococcus aureus CFSA14SA012,clindamycin,Resistant
1280.59436,Staphylococcus aureus CFSA14SA012,erythromycin,Resistant
1280.59436,Staphylococcus aureus CFSA14SA012,gentamicin,Susceptible
1280.59436,Staphylococcus aureus CFSA14SA012,tetracycline,Susceptible
1280.59437,Staphylococcus aureus CFSA14SA010,ciprofloxacin,Susceptible
1280.59437,Staphylococcus aureus CFSA14SA010,clindamycin,Resistant
1280.59437,Staphylococcus aureus CFSA14SA010,erythromycin,Resistant
1280.59437,Staphylococcus aureus CFSA14SA010,gentamicin,Susceptible
1280.59437,Staphylococcus aureus CFSA14SA010,tetracycline,Susceptible
1280.59438,Staphylococcus aureus CFSA14SA008,ciprofloxacin,Susceptible
1280.59438,Staphylococcus aureus CFSA14SA008,clindamycin,Resistant
1280.59438,Staphylococcus aureus CFSA14SA008,erythromycin,Resistant
1280.59438,Staphylococcus aureus CFSA14SA008,gentamicin,Susceptible
1280.59438,Staphylococcus aureus CFSA14SA008,tetracycline,Susceptible
1280.59439,Staphylococcus aureus CFSA14SA009,ciprofloxacin,Susceptible
1280.59439,Staphylococcus aureus CFSA14SA009,clindamycin,Resistant
1280.59439,Staphylococcus aureus CFSA14SA009,erythromycin,Resistant
1280.59439,Staphylococcus aureus CFSA14SA009,gentamicin,Susceptible
1280.59439,Staphylococcus aureus CFSA14SA009,tetracycline,Susceptible
1280.59440,Staphylococcus aureus CFSA14SA006,ciprofloxacin,Susceptible
1280.59440,Staphylococcus aureus CFSA14SA006,clindamycin,Susceptible
1280.59440,Staphylococcus aureus CFSA14SA006,erythromycin,Susceptible
1280.59440,Staphylococcus aureus CFSA14SA006,gentamicin,Susceptible
1280.59440,Staphylococcus aureus CFSA14SA006,tetracycline,Susceptible
1280.59441,Staphylococcus aureus CFSA14SA002,ciprofloxacin,Susceptible
1280.59441,Staphylococcus aureus CFSA14SA002,clindamycin,Resistant
1280.59441,Staphylococcus aureus CFSA14SA002,erythromycin,Resistant
1280.59441,Staphylococcus aureus CFSA14SA002,gentamicin,Susceptible
1280.59441,Staphylococcus aureus CFSA14SA002,tetracycline,Susceptible
1280.59442,Staphylococcus aureus CFSA14SA007,ciprofloxacin,Susceptible
1280.59442,Staphylococcus aureus CFSA14SA007,clindamycin,Resistant
1280.59442,Staphylococcus aureus CFSA14SA007,erythromycin,Resistant
1280.59442,Staphylococcus aureus CFSA14SA007,gentamicin,Susceptible
1280.59442,Staphylococcus aureus CFSA14SA007,tetracycline,Susceptible
1280.59444,Staphylococcus aureus CFSA14SA005,ciprofloxacin,Susceptible
1280.59444,Staphylococcus aureus CFSA14SA005,clindamycin,Resistant
1280.59444,Staphylococcus aureus CFSA14SA005,erythromycin,Resistant
1280.59444,Staphylococcus aureus CFSA14SA005,gentamicin,Susceptible
1280.59444,Staphylococcus aureus CFSA14SA005,tetracycline,Susceptible
1280.59445,Staphylococcus aureus CFSA14SA003,clindamycin,Resistant
1280.59445,Staphylococcus aureus CFSA14SA003,erythromycin,Resistant
1280.59445,Staphylococcus aureus CFSA14SA003,gentamicin,Susceptible
1280.59445,Staphylococcus aureus CFSA14SA003,tetracycline,Susceptible
1280.59446,Staphylococcus aureus CFSA14SA001,ciprofloxacin,Susceptible
1280.59446,Staphylococcus aureus CFSA14SA001,clindamycin,Resistant
1280.59446,Staphylococcus aureus CFSA14SA001,erythromycin,Resistant
1280.59446,Staphylococcus aureus CFSA14SA001,gentamicin,Susceptible
1280.59446,Staphylococcus aureus CFSA14SA001,tetracycline,Susceptible
1280.59447,Staphylococcus aureus CFSA13SA042,ciprofloxacin,Susceptible
1280.59447,Staphylococcus aureus CFSA13SA042,clindamycin,Resistant
1280.59447,Staphylococcus aureus CFSA13SA042,erythromycin,Resistant
1280.59447,Staphylococcus aureus CFSA13SA042,tetracycline,Susceptible
1280.59448,Staphylococcus aureus CFSA13SA041,ciprofloxacin,Resistant
1280.59448,Staphylococcus aureus CFSA13SA041,clindamycin,Resistant
1280.59448,Staphylococcus aureus CFSA13SA041,erythromycin,Resistant
1280.59448,Staphylococcus aureus CFSA13SA041,gentamicin,Resistant
1280.59448,Staphylococcus aureus CFSA13SA041,tetracycline,Resistant
1280.59449,Staphylococcus aureus CFSA16SA059,ciprofloxacin,Susceptible
1280.59449,Staphylococcus aureus CFSA16SA059,clindamycin,Susceptible
1280.59449,Staphylococcus aureus CFSA16SA059,erythromycin,Susceptible
1280.59449,Staphylococcus aureus CFSA16SA059,gentamicin,Susceptible
1280.59449,Staphylococcus aureus CFSA16SA059,tetracycline,Susceptible
1280.59450,Staphylococcus aureus CFSA15SA081,ciprofloxacin,Resistant
1280.59450,Staphylococcus aureus CFSA15SA081,clindamycin,Susceptible
1280.59450,Staphylococcus aureus CFSA15SA081,erythromycin,Resistant
1280.59450,Staphylococcus aureus CFSA15SA081,gentamicin,Susceptible
1280.59450,Staphylococcus aureus CFSA15SA081,tetracycline,Resistant
1280.59451,Staphylococcus aureus CFSA15SA094,ciprofloxacin,Susceptible
1280.59451,Staphylococcus aureus CFSA15SA094,clindamycin,Resistant
1280.59451,Staphylococcus aureus CFSA15SA094,erythromycin,Resistant
1280.59451,Staphylococcus aureus CFSA15SA094,gentamicin,Susceptible
1280.59451,Staphylococcus aureus CFSA15SA094,tetracycline,Susceptible
1280.59452,Staphylococcus aureus CFSA13SA018,ciprofloxacin,Susceptible
1280.59452,Staphylococcus aureus CFSA13SA018,clindamycin,Resistant
1280.59452,Staphylococcus aureus CFSA13SA018,erythromycin,Resistant
1280.59452,Staphylococcus aureus CFSA13SA018,gentamicin,Susceptible
1280.59452,Staphylococcus aureus CFSA13SA018,tetracycline,Susceptible
1280.59453,Staphylococcus aureus CFSA12SA071,ciprofloxacin,Susceptible
1280.59453,Staphylococcus aureus CFSA12SA071,clindamycin,Resistant
1280.59453,Staphylococcus aureus CFSA12SA071,erythromycin,Resistant
1280.59453,Staphylococcus aureus CFSA12SA071,gentamicin,Susceptible
1280.59453,Staphylococcus aureus CFSA12SA071,tetracycline,Susceptible
1280.59454,Staphylococcus aureus CFSA12SA068,ciprofloxacin,Resistant
1280.59454,Staphylococcus aureus CFSA12SA068,clindamycin,Resistant
1280.59454,Staphylococcus aureus CFSA12SA068,erythromycin,Resistant
1280.59454,Staphylococcus aureus CFSA12SA068,gentamicin,Resistant
1280.59454,Staphylococcus aureus CFSA12SA068,tetracycline,Resistant
1280.59456,Staphylococcus aureus CFSA12SA067,ciprofloxacin,Resistant
1280.59456,Staphylococcus aureus CFSA12SA067,clindamycin,Resistant
1280.59456,Staphylococcus aureus CFSA12SA067,erythromycin,Resistant
1280.59456,Staphylococcus aureus CFSA12SA067,gentamicin,Susceptible
1280.59456,Staphylococcus aureus CFSA12SA067,tetracycline,Resistant
1280.59457,Staphylococcus aureus CFSA12SA065,ciprofloxacin,Resistant
1280.59457,Staphylococcus aureus CFSA12SA065,clindamycin,Resistant
1280.59457,Staphylococcus aureus CFSA12SA065,erythromycin,Resistant
1280.59457,Staphylococcus aureus CFSA12SA065,gentamicin,Resistant
1280.59457,Staphylococcus aureus CFSA12SA065,tetracycline,Resistant
1280.59458,Staphylococcus aureus CFSA12SA066,ciprofloxacin,Resistant
1280.59458,Staphylococcus aureus CFSA12SA066,clindamycin,Resistant
1280.59458,Staphylococcus aureus CFSA12SA066,erythromycin,Resistant
1280.59458,Staphylococcus aureus CFSA12SA066,gentamicin,Resistant
1280.59458,Staphylococcus aureus CFSA12SA066,tetracycline,Resistant
1280.59459,Staphylococcus aureus CFSA12SA061,ciprofloxacin,Susceptible
1280.59459,Staphylococcus aureus CFSA12SA061,clindamycin,Resistant
1280.59459,Staphylococcus aureus CFSA12SA061,erythromycin,Resistant
1280.59459,Staphylococcus aureus CFSA12SA061,gentamicin,Susceptible
1280.59459,Staphylococcus aureus CFSA12SA061,tetracycline,Resistant
1280.59460,Staphylococcus aureus CFSA12SA064,ciprofloxacin,Resistant
1280.59460,Staphylococcus aureus CFSA12SA064,clindamycin,Resistant
1280.59460,Staphylococcus aureus CFSA12SA064,erythromycin,Resistant
1280.59460,Staphylococcus aureus CFSA12SA064,gentamicin,Susceptible
1280.59460,Staphylococcus aureus CFSA12SA064,tetracycline,Resistant
1280.59461,Staphylococcus aureus CFSA12SA062,ciprofloxacin,Resistant
1280.59461,Staphylococcus aureus CFSA12SA062,clindamycin,Resistant
1280.59461,Staphylococcus aureus CFSA12SA062,erythromycin,Resistant
1280.59461,Staphylococcus aureus CFSA12SA062,gentamicin,Resistant
1280.59461,Staphylococcus aureus CFSA12SA062,tetracycline,Resistant
1280.59462,Staphylococcus aureus CFSA12SA058,ciprofloxacin,Resistant
1280.59462,Staphylococcus aureus CFSA12SA058,clindamycin,Resistant
1280.59462,Staphylococcus aureus CFSA12SA058,erythromycin,Resistant
1280.59462,Staphylococcus aureus CFSA12SA058,gentamicin,Resistant
1280.59462,Staphylococcus aureus CFSA12SA058,tetracycline,Resistant
1280.59463,Staphylococcus aureus CFSA12SA057,ciprofloxacin,Resistant
1280.59463,Staphylococcus aureus CFSA12SA057,clindamycin,Resistant
1280.59463,Staphylococcus aureus CFSA12SA057,erythromycin,Resistant
1280.59463,Staphylococcus aureus CFSA12SA057,gentamicin,Susceptible
1280.59463,Staphylococcus aureus CFSA12SA057,tetracycline,Resistant
1280.59464,Staphylococcus aureus CFSA12SA053,ciprofloxacin,Resistant
1280.59464,Staphylococcus aureus CFSA12SA053,clindamycin,Resistant
1280.59464,Staphylococcus aureus CFSA12SA053,erythromycin,Resistant
1280.59464,Staphylococcus aureus CFSA12SA053,gentamicin,Susceptible
1280.59464,Staphylococcus aureus CFSA12SA053,tetracycline,Resistant
1280.59465,Staphylococcus aureus CFSA12SA030,ciprofloxacin,Resistant
1280.59465,Staphylococcus aureus CFSA12SA030,clindamycin,Resistant
1280.59465,Staphylococcus aureus CFSA12SA030,erythromycin,Resistant
1280.59465,Staphylococcus aureus CFSA12SA030,gentamicin,Resistant
1280.59465,Staphylococcus aureus CFSA12SA030,tetracycline,Resistant
1280.59466,Staphylococcus aureus CFSA12SA016,ciprofloxacin,Resistant
1280.59466,Staphylococcus aureus CFSA12SA016,clindamycin,Resistant
1280.59466,Staphylococcus aureus CFSA12SA016,erythromycin,Resistant
1280.59466,Staphylococcus aureus CFSA12SA016,gentamicin,Resistant
1280.59466,Staphylococcus aureus CFSA12SA016,tetracycline,Resistant
1280.59467,Staphylococcus aureus CFSA12SA018,ciprofloxacin,Resistant
1280.59467,Staphylococcus aureus CFSA12SA018,clindamycin,Resistant
1280.59467,Staphylococcus aureus CFSA12SA018,erythromycin,Susceptible
1280.59467,Staphylococcus aureus CFSA12SA018,gentamicin,Susceptible
1280.59467,Staphylococcus aureus CFSA12SA018,tetracycline,Resistant
1280.59468,Staphylococcus aureus CFSA12SA013,ciprofloxacin,Resistant
1280.59468,Staphylococcus aureus CFSA12SA013,clindamycin,Resistant
1280.59468,Staphylococcus aureus CFSA12SA013,erythromycin,Resistant
1280.59468,Staphylococcus aureus CFSA12SA013,gentamicin,Susceptible
1280.59468,Staphylococcus aureus CFSA12SA013,tetracycline,Resistant
1280.59469,Staphylococcus aureus CFSA12SA042,ciprofloxacin,Resistant
1280.59469,Staphylococcus aureus CFSA12SA042,clindamycin,Resistant
1280.59469,Staphylococcus aureus CFSA12SA042,erythromycin,Resistant
1280.59469,Staphylococcus aureus CFSA12SA042,gentamicin,Susceptible
1280.59469,Staphylococcus aureus CFSA12SA042,tetracycline,Resistant
1280.59470,Staphylococcus aureus CFSA12SA010,ciprofloxacin,Resistant
1280.59470,Staphylococcus aureus CFSA12SA010,clindamycin,Resistant
1280.59470,Staphylococcus aureus CFSA12SA010,erythromycin,Resistant
1280.59470,Staphylococcus aureus CFSA12SA010,gentamicin,Resistant
1280.59470,Staphylococcus aureus CFSA12SA010,tetracycline,Resistant
1280.59471,Staphylococcus aureus CLSA92,ciprofloxacin,Susceptible
1280.59471,Staphylococcus aureus CLSA92,clindamycin,Susceptible
1280.59471,Staphylococcus aureus CLSA92,erythromycin,Susceptible
1280.59471,Staphylococcus aureus CLSA92,gentamicin,Susceptible
1280.59471,Staphylococcus aureus CLSA92,tetracycline,Susceptible
1280.59472,Staphylococcus aureus CLSA91,ciprofloxacin,Susceptible
1280.59472,Staphylococcus aureus CLSA91,clindamycin,Susceptible
1280.59472,Staphylococcus aureus CLSA91,erythromycin,Susceptible
1280.59472,Staphylococcus aureus CLSA91,gentamicin,Susceptible
1280.59472,Staphylococcus aureus CLSA91,tetracycline,Susceptible
1280.59473,Staphylococcus aureus CLSA87,ciprofloxacin,Susceptible
1280.59473,Staphylococcus aureus CLSA87,clindamycin,Resistant
1280.59473,Staphylococcus aureus CLSA87,erythromycin,Resistant
1280.59473,Staphylococcus aureus CLSA87,gentamicin,Susceptible
1280.59473,Staphylococcus aureus CLSA87,tetracycline,Susceptible
1280.59474,Staphylococcus aureus CLSA72,ciprofloxacin,Susceptible
1280.59474,Staphylococcus aureus CLSA72,clindamycin,Susceptible
1280.59474,Staphylococcus aureus CLSA72,erythromycin,Resistant
1280.59474,Staphylococcus aureus CLSA72,gentamicin,Susceptible
1280.59474,Staphylococcus aureus CLSA72,tetracycline,Susceptible
1280.59475,Staphylococcus aureus CLSA71,ciprofloxacin,Susceptible
1280.59475,Staphylococcus aureus CLSA71,clindamycin,Susceptible
1280.59475,Staphylococcus aureus CLSA71,erythromycin,Susceptible
1280.59475,Staphylococcus aureus CLSA71,gentamicin,Susceptible
1280.59475,Staphylococcus aureus CLSA71,tetracycline,Susceptible
1280.59476,Staphylococcus aureus CLSA68,ciprofloxacin,Susceptible
1280.59476,Staphylococcus aureus CLSA68,clindamycin,Susceptible
1280.59476,Staphylococcus aureus CLSA68,erythromycin,Susceptible
1280.59476,Staphylococcus aureus CLSA68,gentamicin,Susceptible
1280.59476,Staphylococcus aureus CLSA68,tetracycline,Susceptible
1280.59477,Staphylococcus aureus CLSA69,ciprofloxacin,Susceptible
1280.59477,Staphylococcus aureus CLSA69,clindamycin,Susceptible
