bioproject_accession,biosample_accession,checkm_completeness,checkm_contamination,coarse_consistency,contig_l50,contig_n50,contigs,fine_consistency,genome_id,genome_length,genome_name,genome_quality,mlst,cgmlst_hc0,cgmlst_hc2,cgmlst_hc5,cgmlst_hc10,cgmlst_hc20,cgmlst_hc50,cgmlst_hc100,assembly_accession,collection_date,genome_quality_flags
PRJNA633996,SAMN14997276,100.0,0.0,100.0,2,464088,20,99.9,1280.59272,2721703,Staphylococcus aureus CFSA15SA136,Good,MLST.Staphylococcus_aureus.5,,,,,,,,JABVFG000000000,2015,
PRJNA633996,SAMN14997277,100.0,0.0,100.0,2,564445,13,99.9,1280.59273,2757249,Staphylococcus aureus CFSA15SA137,Good,MLST.Staphylococcus_aureus.188,,,,,,,,JABVFF000000000,2015,
PRJNA633996,SAMN14997272,100.0,0.0,100.0,2,765987,19,99.9,1280.59274,2768891,Staphylococcus aureus CFSA15SA132,Good,MLST.Staphylococcus_aureus.5,,,,,,,,JABVFK000000000,2015,
PRJNA633996,SAMN14997273,100.0,0.0,100.0,3,325355,22,99.9,1280.59275,2788063,Staphylococcus aureus CFSA15SA133,Good,MLST.Staphylococcus_aureus.5,,,,,,,,JABVFJ000000000,2015,
PRJNA633996,SAMN14997271,100.0,0.0,100.0,2,355739,13,99.9,1280.59276,2746239,Staphylococcus aureus CFSA15SA131,Good,MLST.Staphylococcus_aureus.7,,,,,,,,JABVFL000000000,2015,
PRJNA633996,SAMN14997275,100.0,0.2,100.0,2,713690,12,99.9,1280.59277,2800561,Staphylococcus aureus CFSA15SA135,Good,MLST.Staphylococcus_aureus.1,,,,,,,,JABVFH000000000,2015,
PRJNA633996,SAMN14997270,100.0,0.0,100.0,5,189235,31,99.6,1280.59278,2763762,Staphylococcus aureus CFSA15SA129,Good,MLST.Staphylococcus_aureus.22,,,,,,,,JABVFM000000000,2015,
PRJNA633996,SAMN14997274,100.0,0.2,99.9,3,319350,16,99.8,1280.59279,2793050,Staphylococcus aureus CFSA15SA134,Good,MLST.Staphylococcus_aureus.7,,,,,,,,JABVFI000000000,2015,
PRJNA633996,SAMN14997268,100.0,0.2,100.0,2,1029839,11,99.9,1280.59280,2803078,Staphylococcus aureus CFSA15SA126,Good,MLST.Staphylococcus_aureus.1,,,,,,,,JABVFO000000000,2015,
PRJNA633996,SAMN14997269,100.0,0.2,100.0,5,262097,21,99.9,1280.59281,2787912,Staphylococcus aureus CFSA15SA127,Good,MLST.Staphylococcus_aureus.7,,,,,,,,JABVFN000000000,2015,
PRJNA633996,SAMN14997267,100.0,0.0,100.0,2,689886,11,99.7,1280.59282,2801390,Staphylococcus aureus CFSA15SA125,Good,MLST.Staphylococcus_aureus.1,,,,,,,,JABVFP000000000,2015,
PRJNA633996,SAMN14997264,100.0,0.0,100.0,4,272155,31,99.9,1280.59283,2846644,Staphylococcus aureus CFSA15SA122,Good,MLST.Staphylococcus_aureus.5,,,,,,,,JABVFS000000000,2015,
PRJNA633996,SAMN14997266,100.0,0.0,100.0,3,331703,18,99.9,1280.59284,2760982,Staphylococcus aureus CFSA15SA124,Good,MLST.Staphylococcus_aureus.6,,,,,,,,JABVFQ000000000,2015,
PRJNA633996,SAMN14997265,100.0,0.0,100.0,3,351836,24,99.8,1280.59285,2842830,Staphylococcus aureus CFSA15SA123,Good,MLST.Staphylococcus_aureus.5,,,,,,,,JABVFR000000000,2015,
PRJNA633996,SAMN14997262,100.0,0.0,100.0,3,434429,17,99.7,1280.59286,2766670,Staphylococcus aureus CFSA15SA120,Good,MLST.Staphylococcus_aureus.6,,,,,,,,JABVFU000000000,2015,
PRJNA633996,SAMN14997263,100.0,0.0,100.0,2,882831,12,99.9,1280.59287,2799045,Staphylococcus aureus CFSA15SA121,Good,MLST.Staphylococcus_aureus.188,,,,,,,,JABVFT000000000,2015,
PRJNA633996,SAMN14997260,100.0,0.0,100.0,3,406300,21,99.9,1280.59288,2734561,Staphylococcus aureus CFSA15SA118,Good,MLST.Staphylococcus_aureus.5,,,,,,,,JABVFW000000000,2015,
PRJNA633996,SAMN14997258,100.0,0.0,100.0,3,532794,15,99.9,1280.59289,2728014,Staphylococcus aureus CFSA15SA116,Good,,,,,,,,,JABVFY000000000,2015,
PRJNA633996,SAMN14997261,100.0,0.0,100.0,3,410478,21,99.7,1280.59290,2749878,Staphylococcus aureus CFSA15SA119,Good,MLST.Staphylococcus_aureus.398,,,,,,,,JABVFV000000000,2015,
PRJNA633996,SAMN14997257,100.0,0.0,100.0,6,167558,36,99.7,1280.59291,2806029,Staphylococcus aureus CFSA15SA115,Good,MLST.Staphylococcus_aureus.59,,,,,,,,JABVFZ000000000,2015,
PRJNA633996,SAMN14997259,100.0,0.0,100.0,2,757858,12,99.9,1280.59292,2784219,Staphylococcus aureus CFSA15SA117,Good,MLST.Staphylococcus_aureus.188,,,,,,,,JABVFX000000000,2015,
PRJNA633996,SAMN14997256,100.0,0.0,100.0,3,329511,25,99.7,1280.59293,2758922,Staphylococcus aureus CFSA15SA114,Good,MLST.Staphylococcus_aureus.6,,,,,,,,JABVGA000000000,2015,
PRJNA633996,SAMN14997255,100.0,0.0,100.0,5,183852,32,99.7,1280.59294,2746399,Staphylococcus aureus CFSA15SA113,Good,MLST.Staphylococcus_aureus.59,,,,,,,,JABVGB000000000,2015,
PRJNA633996,SAMN14997254,100.0,0.0,100.0,6,147803,40,99.7,1280.59295,2802661,Staphylococcus aureus CFSA15SA112,Good,MLST.Staphylococcus_aureus.59,,,,,,,,JABVGC000000000,2015,
PRJNA633996,SAMN14997252,100.0,0.0,100.0,4,228162,40,99.8,1280.59296,2895828,Staphylococcus aureus CFSA15SA110,Good,MLST.Staphylococcus_aureus.398,,,,,,,,JABVGE000000000,2015,
PRJNA633996,SAMN14997253,100.0,0.0,100.0,5,169950,34,99.6,1280.59297,2798009,Staphylococcus aureus CFSA15SA111,Good,MLST.Staphylococcus_aureus.59,,,,,,,,JABVGD000000000,2015,
PRJNA633996,SAMN14997251,100.0,0.0,100.0,1,1429942,11,99.9,1280.59298,2812183,Staphylococcus aureus CFSA15SA109,Good,,,,,,,,,JABVGF000000000,2015,
PRJNA633996,SAMN14997250,100.0,0.0,100.0,3,319493,13,99.9,1280.59299,2746037,Staphylococcus aureus CFSA15SA108,Good,MLST.Staphylococcus_aureus.7,,,,,,,,JABVGG000000000,2015,
PRJNA633996,SAMN14997248,100.0,0.2,100.0,2,716470,15,99.7,1280.59300,2821647,Staphylococcus aureus CFSA15SA106,Good,MLST.Staphylococcus_aureus.1,,,,,,,,JABVGI000000000,2015,
PRJNA633996,SAMN14997247,100.0,0.0,100.0,6,153594,35,99.8,1280.59301,2744415,Staphylococcus aureus CFSA15SA105,Good,,,,,,,,,JABVGJ000000000,2015,
PRJNA633996,SAMN14997249,100.0,0.0,100.0,3,320996,14,99.9,1280.59302,2783117,Staphylococcus aureus CFSA15SA107,Good,MLST.Staphylococcus_aureus.7,,,,,,,,JABVGH000000000,2015,
PRJNA633996,SAMN14997246,100.0,0.0,100.0,2,790188,14,99.6,1280.59303,2811263,Staphylococcus aureus CFSA15SA104,Good,,,,,,,,,JABVGK000000000,2015,
PRJNA633996,SAMN14997243,100.0,0.0,100.0,3,325464,20,99.9,1280.59304,2790353,Staphylococcus aureus CFSA15SA101,Good,MLST.Staphylococcus_aureus.5,,,,,,,,JABVGN000000000,2015,
PRJNA633996,SAMN14997245,100.0,0.0,100.0,4,318666,25,99.6,1280.59305,2779953,Staphylococcus aureus CFSA15SA103,Good,MLST.Staphylococcus_aureus.6,,,,,,,,JABVGL000000000,2015,
PRJNA633996,SAMN14997244,100.0,0.0,100.0,7,138770,48,99.6,1280.59306,2873981,Staphylococcus aureus CFSA15SA102,Good,MLST.Staphylococcus_aureus.630,,,,,,,,JABVGM000000000,2015,
PRJNA633996,SAMN14997242,100.0,0.2,100.0,5,167520,35,99.7,1280.59307,2765245,Staphylococcus aureus CFSA15SA100,Good,MLST.Staphylococcus_aureus.59,,,,,,,,JABVGO000000000,2015,
PRJNA633996,SAMN14997241,100.0,0.0,100.0,2,469090,20,99.9,1280.59308,2767774,Staphylococcus aureus CFSA15SA099,Good,MLST.Staphylococcus_aureus.5,,,,,,,,JABVGP000000000,2015,
PRJNA633996,SAMN14997240,100.0,0.0,100.0,2,1030490,8,99.7,1280.59309,2742049,Staphylococcus aureus CFSA15SA098,Good,MLST.Staphylococcus_aureus.1,,,,,,,,JABVGQ000000000,2015,
PRJNA633996,SAMN14997238,100.0,0.0,100.0,2,992770,9,99.9,1280.59310,2728604,Staphylococcus aureus CFSA15SA096,Good,MLST.Staphylococcus_aureus.25,,,,,,,,JABVGS000000000,2015,
PRJNA633996,SAMN14997237,100.0,0.0,100.0,2,564445,13,99.9,1280.59311,2757433,Staphylococcus aureus CFSA15SA095,Good,MLST.Staphylococcus_aureus.188,,,,,,,,JABVGT000000000,2015,
PRJNA633996,SAMN14997239,100.0,0.0,100.0,2,504175,15,99.9,1280.59312,2779571,Staphylococcus aureus CFSA15SA097,Good,MLST.Staphylococcus_aureus.7,,,,,,,,JABVGR000000000,2015,
PRJNA633996,SAMN14997236,100.0,0.0,100.0,4,251797,19,99.9,1280.59313,2711654,Staphylococcus aureus CFSA15SA093,Good,MLST.Staphylococcus_aureus.15,,,,,,,,JABVGU000000000,2015,
PRJNA633996,SAMN14997235,100.0,0.0,100.0,2,750923,22,99.9,1280.59314,2784819,Staphylococcus aureus CFSA15SA092,Good,,,,,,,,,JABVGV000000000,2015,
PRJNA633996,SAMN14997233,100.0,0.0,100.0,4,229663,40,99.8,1280.59315,2760519,Staphylococcus aureus CFSA15SA090,Good,MLST.Staphylococcus_aureus.9,,,,,,,,JABVGX000000000,2015,
PRJNA633996,SAMN14997231,100.0,0.2,100.0,5,167520,34,99.7,1280.59316,2764903,Staphylococcus aureus CFSA15SA088,Good,MLST.Staphylococcus_aureus.59,,,,,,,,JABVGZ000000000,2015,
PRJNA633996,SAMN14997234,100.0,0.0,100.0,2,977637,11,99.9,1280.59317,2675912,Staphylococcus aureus CFSA15SA091,Good,,,,,,,,,JABVGW000000000,2015,
PRJNA633996,SAMN14997230,100.0,0.0,100.0,2,689880,12,99.7,1280.59318,2799881,Staphylococcus aureus CFSA15SA087,Good,MLST.Staphylococcus_aureus.1,,,,,,,,JABVHA000000000,2015,
PRJNA633996,SAMN14997229,100.0,0.0,100.0,1,1475711,10,99.9,1280.59319,2858033,Staphylococcus aureus CFSA15SA086,Good,MLST.Staphylococcus_aureus.1,,,,,,,,JABVHB000000000,2015,
PRJNA633996,SAMN14997232,100.0,0.2,100.0,2,976978,11,99.9,1280.59320,2677525,Staphylococcus aureus CFSA15SA089,Good,,,,,,,,,JABVGY000000000,2015,
PRJNA633996,SAMN14997228,100.0,0.0,100.0,5,193557,35,99.9,1280.59321,2847117,Staphylococcus aureus CFSA15SA085,Good,MLST.Staphylococcus_aureus.5,,,,,,,,JABVHC000000000,2015,
PRJNA633996,SAMN14997226,99.8,0.2,99.9,3,325422,21,99.9,1280.59322,2783585,Staphylococcus aureus CFSA15SA083,Good,MLST.Staphylococcus_aureus.5,,,,,,,,JABVHE000000000,2015,
PRJNA633996,SAMN14997227,100.0,0.0,100.0,3,379594,20,99.9,1280.59323,2770100,Staphylococcus aureus CFSA15SA084,Good,,,,,,,,,JABVHD000000000,2015,
PRJNA633996,SAMN14997225,100.0,0.2,100.0,2,716469,17,99.7,1280.59324,2824222,Staphylococcus aureus CFSA15SA082,Good,MLST.Staphylococcus_aureus.1,,,,,,,,JABVHF000000000,2015,
PRJNA633996,SAMN14997224,100.0,0.0,100.0,3,407142,19,99.9,1280.59325,2701441,Staphylococcus aureus CFSA15SA080,Good,MLST.Staphylococcus_aureus.398,,,,,,,,JABVHG000000000,2015,
PRJNA633996,SAMN14997220,100.0,0.0,100.0,3,304651,27,99.7,1280.59326,2784907,Staphylococcus aureus CFSA15SA076,Good,MLST.Staphylococcus_aureus.6,,,,,,,,JABVHK000000000,2015,
PRJNA633996,SAMN14997223,100.0,0.0,100.0,3,442802,21,99.8,1280.59327,2760137,Staphylococcus aureus CFSA15SA079,Good,MLST.Staphylococcus_aureus.398,,,,,,,,JABVHH000000000,2015,
PRJNA633996,SAMN14997222,100.0,0.0,100.0,2,732393,14,99.9,1280.59328,2823202,Staphylococcus aureus CFSA15SA078,Good,MLST.Staphylococcus_aureus.1,,,,,,,,JABVHI000000000,2015,
PRJNA633996,SAMN14997221,100.0,0.2,100.0,2,716469,16,99.7,1280.59329,2823401,Staphylococcus aureus CFSA15SA077,Good,MLST.Staphylococcus_aureus.1,,,,,,,,JABVHJ000000000,2015,
PRJNA633996,SAMN14997218,100.0,0.0,100.0,5,184703,28,99.9,1280.59330,2773469,Staphylococcus aureus CFSA15SA074,Good,MLST.Staphylococcus_aureus.6,,,,,,,,JABVHM000000000,2015,
PRJNA633996,SAMN14997219,100.0,0.2,100.0,2,1035367,13,99.9,1280.59331,2756670,Staphylococcus aureus CFSA15SA075,Good,MLST.Staphylococcus_aureus.1,,,,,,,,JABVHL000000000,2015,
PRJNA633996,SAMN14997214,100.0,0.0,100.0,2,707115,20,99.7,1280.59332,2768736,Staphylococcus aureus CFSA15SA070,Good,MLST.Staphylococcus_aureus.6,,,,,,,,JABVHQ000000000,2015,
PRJNA633996,SAMN14997216,100.0,0.0,100.0,2,993219,11,99.9,1280.59333,2737020,Staphylococcus aureus CFSA15SA072,Good,MLST.Staphylococcus_aureus.25,,,,,,,,JABVHO000000000,2015,
PRJNA633996,SAMN14997217,100.0,0.0,100.0,3,410365,17,100.0,1280.59334,2670296,Staphylococcus aureus CFSA15SA073,Good,MLST.Staphylococcus_aureus.398,,,,,,,,JABVHN000000000,2015,
PRJNA633996,SAMN14997215,100.0,0.0,100.0,3,319366,17,99.9,1280.59335,2711566,Staphylococcus aureus CFSA15SA071,Good,MLST.Staphylococcus_aureus.15,,,,,,,,JABVHP000000000,2015,
PRJNA633996,SAMN14997213,100.0,0.0,100.0,3,433342,35,99.8,1280.59336,2806098,Staphylococcus aureus CFSA15SA069,Good,,,,,,,,,JABVHR000000000,2015,
PRJNA633996,SAMN14997211,100.0,0.0,100.0,3,447708,22,99.9,1280.59337,2771376,Staphylococcus aureus CFSA15SA067,Good,MLST.Staphylococcus_aureus.5,,,,,,,,JABVHT000000000,2015,
PRJNA633996,SAMN14997212,100.0,0.0,100.0,4,249331,35,99.8,1280.59338,2804191,Staphylococcus aureus CFSA15SA068,Good,,,,,,,,,JABVHS000000000,2015,
PRJNA633996,SAMN14997208,100.0,0.0,100.0,6,166520,39,99.9,1280.59339,2703566,Staphylococcus aureus CFSA15SA064,Good,MLST.Staphylococcus_aureus.59,,,,,,,,JABVHW000000000,2015,
PRJNA633996,SAMN14997210,100.0,0.0,100.0,5,201293,35,99.8,1280.59340,2737113,Staphylococcus aureus CFSA15SA066,Good,MLST.Staphylococcus_aureus.9,,,,,,,,JABVHU000000000,2015,
PRJNA633996,SAMN14997209,99.8,0.0,100.0,9,100417,52,99.8,1280.59341,2804335,Staphylococcus aureus CFSA15SA065,Good,MLST.Staphylococcus_aureus.9,,,,,,,,JABVHV000000000,2015,
PRJNA633996,SAMN14997207,100.0,0.0,100.0,4,314209,22,99.9,1280.59342,2807325,Staphylococcus aureus CFSA15SA063,Good,,,,,,,,,JABVHX000000000,2015,
PRJNA633996,SAMN14997204,100.0,0.0,100.0,2,680142,19,99.9,1280.59343,2761153,Staphylococcus aureus CFSA15SA059,Good,MLST.Staphylococcus_aureus.5,,,,,,,,JABVIA000000000,2015,
PRJNA633996,SAMN14997205,100.0,0.0,100.0,3,442380,18,99.8,1280.59344,2756267,Staphylococcus aureus CFSA15SA060,Good,MLST.Staphylococcus_aureus.398,,,,,,,,JABVHZ000000000,2015,
PRJNA633996,SAMN14997206,100.0,0.0,100.0,5,193110,25,99.7,1280.59345,2764251,Staphylococcus aureus CFSA15SA061,Good,MLST.Staphylococcus_aureus.6,,,,,,,,JABVHY000000000,2015,
PRJNA633996,SAMN14997202,100.0,0.0,100.0,5,167277,34,99.9,1280.59346,2718065,Staphylococcus aureus CFSA15SA057,Good,MLST.Staphylococcus_aureus.59,,,,,,,,JABVIC000000000,2015,
PRJNA633996,SAMN14997203,100.0,0.0,100.0,9,91823,48,99.7,1280.59347,2740021,Staphylococcus aureus CFSA15SA058,Good,MLST.Staphylococcus_aureus.59,,,,,,,,JABVIB000000000,2015,
PRJNA633996,SAMN14997200,100.0,0.0,100.0,4,316129,25,99.8,1280.59348,2802043,Staphylococcus aureus CFSA15SA055,Good,MLST.Staphylococcus_aureus.5,,,,,,,,JABVIE000000000,2015,
PRJNA633996,SAMN14997199,100.0,0.2,100.0,3,351021,24,99.9,1280.59349,2829844,Staphylococcus aureus CFSA15SA054,Good,MLST.Staphylococcus_aureus.5,,,,,,,,JABVIF000000000,2015,
PRJNA633996,SAMN14997198,100.0,0.0,100.0,4,312868,23,99.8,1280.59350,2723337,Staphylococcus aureus CFSA15SA053,Good,MLST.Staphylococcus_aureus.398,,,,,,,,JABVIG000000000,2015,
PRJNA633996,SAMN14997201,100.0,0.0,100.0,1,1415137,10,99.6,1280.59351,2760015,Staphylococcus aureus CFSA15SA056,Good,MLST.Staphylococcus_aureus.1,,,,,,,,JABVID000000000,2015,
PRJNA633996,SAMN14997196,100.0,0.0,100.0,2,707837,10,99.9,1280.59352,2750878,Staphylococcus aureus CFSA15SA051,Good,MLST.Staphylococcus_aureus.3075,,,,,,,,JABVII000000000,2015,
PRJNA633996,SAMN14997197,100.0,0.0,100.0,2,605842,12,99.9,1280.59353,2692104,Staphylococcus aureus CFSA15SA052,Good,MLST.Staphylococcus_aureus.1218,,,,,,,,JABVIH000000000,2015,
PRJNA633996,SAMN14997194,100.0,0.0,100.0,3,324996,20,99.9,1280.59354,2760279,Staphylococcus aureus CFSA15SA049,Good,MLST.Staphylococcus_aureus.5,,,,,,,,JABVIK000000000,2015,
PRJNA633996,SAMN14997195,100.0,0.0,100.0,9,91022,54,99.6,1280.59355,2738752,Staphylococcus aureus CFSA15SA050,Good,MLST.Staphylococcus_aureus.59,,,,,,,,JABVIJ000000000,2015,
PRJNA633996,SAMN14997193,100.0,0.0,100.0,4,316228,26,99.9,1280.59356,2806587,Staphylococcus aureus CFSA15SA048,Good,MLST.Staphylococcus_aureus.5,,,,,,,,JABVIL000000000,2015,
PRJNA633996,SAMN14997192,100.0,0.4,100.0,4,180614,32,99.9,1280.59357,2827355,Staphylococcus aureus CFSA15SA047,Good,MLST.Staphylococcus_aureus.5,,,,,,,,JABVIM000000000,2015,
PRJNA633996,SAMN14997191,100.0,0.0,100.0,4,144277,27,99.9,1280.59358,2779916,Staphylococcus aureus CFSA15SA046,Good,MLST.Staphylococcus_aureus.5,,,,,,,,JABVIN000000000,2015,
PRJNA633996,SAMN14997187,100.0,0.0,100.0,3,244480,21,99.9,1280.59359,2755224,Staphylococcus aureus CFSA15SA042,Good,MLST.Staphylococcus_aureus.5,,,,,,,,JABVIR000000000,2015,
PRJNA633996,SAMN14997190,100.0,0.0,100.0,5,192916,28,99.7,1280.59360,2797799,Staphylococcus aureus CFSA15SA045,Good,MLST.Staphylococcus_aureus.6,,,,,,,,JABVIO000000000,2015,
PRJNA633996,SAMN14997189,100.0,0.0,100.0,3,324770,21,99.7,1280.59361,2801749,Staphylococcus aureus CFSA15SA044,Good,MLST.Staphylococcus_aureus.6,,,,,,,,JABVIP000000000,2015,
PRJNA633996,SAMN14997185,100.0,0.0,100.0,3,244538,23,99.9,1280.59362,2734847,Staphylococcus aureus CFSA15SA040,Good,MLST.Staphylococcus_aureus.5,,,,,,,,JABVIT000000000,2015,
PRJNA633996,SAMN14997186,100.0,0.2,100.0,3,306511,19,99.9,1280.59363,2731839,Staphylococcus aureus CFSA15SA041,Good,MLST.Staphylococcus_aureus.464,,,,,,,,JABVIS000000000,2015,
PRJNA633996,SAMN14997184,100.0,0.0,100.0,2,1028487,10,99.9,1280.59364,2774231,Staphylococcus aureus CFSA15SA039,Good,MLST.Staphylococcus_aureus.1,,,,,,,,JABVIU000000000,2015,
PRJNA633996,SAMN14997182,100.0,0.0,100.0,2,516108,15,99.9,1280.59365,2770857,Staphylococcus aureus CFSA15SA037,Good,MLST.Staphylococcus_aureus.1,,,,,,,,JABVIW000000000,2015,
PRJNA633996,SAMN14997183,100.0,0.0,100.0,2,885699,26,99.9,1280.59366,2826842,Staphylococcus aureus CFSA15SA038,Good,MLST.Staphylococcus_aureus.1,,,,,,,,JABVIV000000000,2015,
PRJNA633996,SAMN14997188,100.0,0.0,100.0,4,227491,23,99.6,1280.59367,2730451,Staphylococcus aureus CFSA15SA043,Good,MLST.Staphylococcus_aureus.22,,,,,,,,JABVIQ000000000,2015,
PRJNA633996,SAMN14997181,100.0,0.2,100.0,2,680593,12,99.8,1280.59368,2774920,Staphylococcus aureus CFSA15SA036,Good,MLST.Staphylococcus_aureus.1,,,,,,,,JABVIX000000000,2015,
PRJNA633996,SAMN14997180,100.0,0.0,100.0,6,200503,36,99.9,1280.59369,2735520,Staphylococcus aureus CFSA15SA035,Good,MLST.Staphylococcus_aureus.7,,,,,,,,JABVIY000000000,2015,
PRJNA633996,SAMN14997179,100.0,0.0,100.0,6,147767,43,99.7,1280.59370,2791710,Staphylococcus aureus CFSA15SA034,Good,MLST.Staphylococcus_aureus.59,,,,,,,,JABVIZ000000000,2015,
PRJNA633996,SAMN14997175,99.6,0.0,99.9,6,147685,42,99.6,1280.59371,2783500,Staphylococcus aureus CFSA15SA030,Good,MLST.Staphylococcus_aureus.59,,,,,,,,JABVJD000000000,2015,
PRJNA633996,SAMN14997177,100.0,0.0,100.0,6,147767,41,99.6,1280.59372,2790625,Staphylococcus aureus CFSA15SA032,Good,MLST.Staphylococcus_aureus.59,,,,,,,,JABVJB000000000,2015,
PRJNA633996,SAMN14997176,100.0,0.0,100.0,7,139974,43,99.7,1280.59373,2791563,Staphylococcus aureus CFSA15SA031,Good,MLST.Staphylococcus_aureus.59,,,,,,,,JABVJC000000000,2015,
PRJNA633996,SAMN14997178,100.0,0.0,100.0,8,127546,43,99.8,1280.59374,2787513,Staphylococcus aureus CFSA15SA033,Good,MLST.Staphylococcus_aureus.59,,,,,,,,JABVJA000000000,2015,
PRJNA633996,SAMN14997174,100.0,0.0,100.0,6,147767,41,99.7,1280.59375,2769926,Staphylococcus aureus CFSA15SA029,Good,MLST.Staphylococcus_aureus.59,,,,,,,,JABVJE000000000,2015,
PRJNA633996,SAMN14997173,100.0,0.0,100.0,6,141226,42,99.8,1280.59376,2753888,Staphylococcus aureus CFSA15SA028,Good,MLST.Staphylococcus_aureus.630,,,,,,,,JABVJF000000000,2015,
PRJNA633996,SAMN14997172,100.0,0.0,100.0,3,244953,29,99.9,1280.59377,2747455,Staphylococcus aureus CFSA15SA027,Good,MLST.Staphylococcus_aureus.5,,,,,,,,JABVJG000000000,2015,
PRJNA633996,SAMN14997171,100.0,0.0,100.0,2,765748,24,99.9,1280.59378,2750400,Staphylococcus aureus CFSA15SA026,Good,MLST.Staphylococcus_aureus.5,,,,,,,,JABVJH000000000,2015,
PRJNA633996,SAMN14997170,100.0,0.0,100.0,2,486464,12,99.9,1280.59379,2790437,Staphylococcus aureus CFSA15SA025,Good,MLST.Staphylococcus_aureus.7,,,,,,,,JABVJI000000000,2015,
PRJNA633996,SAMN14997168,100.0,0.0,100.0,7,131749,36,99.7,1280.59380,2798009,Staphylococcus aureus CFSA15SA023,Good,MLST.Staphylococcus_aureus.59,,,,,,,,JABVJK000000000,2015,
PRJNA633996,SAMN14997169,100.0,0.2,100.0,4,222441,28,99.7,1280.59381,2758877,Staphylococcus aureus CFSA15SA024,Good,MLST.Staphylococcus_aureus.6,,,,,,,,JABVJJ000000000,2015,
PRJNA633996,SAMN14997163,100.0,0.2,100.0,6,178283,25,99.9,1280.59382,2725147,Staphylococcus aureus CFSA15SA018,Good,MLST.Staphylococcus_aureus.464,,,,,,,,JABVJP000000000,2015,
PRJNA633996,SAMN14997166,100.0,0.0,100.0,4,277235,19,99.9,1280.59383,2760898,Staphylococcus aureus CFSA15SA021,Good,MLST.Staphylococcus_aureus.7,,,,,,,,JABVJM000000000,2015,
PRJNA633996,SAMN14997167,100.0,0.0,100.0,3,279104,17,99.9,1280.59384,2760807,Staphylococcus aureus CFSA15SA022,Good,MLST.Staphylococcus_aureus.7,,,,,,,,JABVJL000000000,2015,
PRJNA633996,SAMN14997165,100.0,0.0,100.0,6,195268,35,99.9,1280.59385,2812596,Staphylococcus aureus CFSA15SA020,Good,MLST.Staphylococcus_aureus.7,,,,,,,,JABVJN000000000,2015,
PRJNA633996,SAMN14997164,100.0,0.0,99.9,2,766365,14,99.9,1280.59386,2761672,Staphylococcus aureus CFSA15SA019,Good,MLST.Staphylococcus_aureus.7,,,,,,,,JABVJO000000000,2015,
PRJNA633996,SAMN14997161,100.0,0.0,100.0,3,344266,21,99.6,1280.59387,2785957,Staphylococcus aureus CFSA15SA016,Good,MLST.Staphylococcus_aureus.88,,,,,,,,JABVJR000000000,2015,
PRJNA633996,SAMN14997162,100.0,0.0,100.0,5,273052,21,99.9,1280.59388,2762289,Staphylococcus aureus CFSA15SA017,Good,MLST.Staphylococcus_aureus.7,,,,,,,,JABVJQ000000000,2015,
PRJNA633996,SAMN14997159,100.0,0.0,100.0,3,213223,24,99.9,1280.59389,2779486,Staphylococcus aureus CFSA15SA014,Good,MLST.Staphylococcus_aureus.5,,,,,,,,JABVJT000000000,2015,
PRJNA633996,SAMN14997160,100.0,0.0,100.0,2,960680,17,99.9,1280.59390,2762148,Staphylococcus aureus CFSA15SA015,Good,,,,,,,,,JABVJS000000000,2015,
PRJNA633996,SAMN14997157,100.0,0.0,100.0,2,500570,11,99.9,1280.59391,2683674,Staphylococcus aureus CFSA15SA012,Good,MLST.Staphylococcus_aureus.25,,,,,,,,JABVJV000000000,2015,
PRJNA633996,SAMN14997156,100.0,0.0,100.0,3,447648,21,99.9,1280.59392,2769891,Staphylococcus aureus CFSA15SA011,Good,MLST.Staphylococcus_aureus.5,,,,,,,,JABVJW000000000,2015,
PRJNA633996,SAMN14997158,100.0,0.0,100.0,5,167506,36,99.6,1280.59393,2743970,Staphylococcus aureus CFSA15SA013,Good,MLST.Staphylococcus_aureus.59,,,,,,,,JABVJU000000000,2015,
PRJNA633996,SAMN14997151,100.0,0.0,100.0,3,447708,21,99.9,1280.59394,2769681,Staphylococcus aureus CFSA15SA006,Good,MLST.Staphylococcus_aureus.5,,,,,,,,JABVKB000000000,2015,
PRJNA633996,SAMN14997153,100.0,0.0,100.0,4,249470,36,99.8,1280.59395,2806716,Staphylococcus aureus CFSA15SA008,Good,,,,,,,,,JABVJZ000000000,2015,
PRJNA633996,SAMN14997154,100.0,0.0,100.0,3,378221,18,99.9,1280.59396,2769196,Staphylococcus aureus CFSA15SA009,Good,MLST.Staphylococcus_aureus.72,,,,,,,,JABVJY000000000,2015,
PRJNA633996,SAMN14997155,100.0,0.0,100.0,4,334913,21,99.7,1280.59397,2766642,Staphylococcus aureus CFSA15SA010,Good,MLST.Staphylococcus_aureus.6,,,,,,,,JABVJX000000000,2015,
PRJNA633996,SAMN14997150,100.0,0.0,100.0,4,318652,24,99.8,1280.59398,2755169,Staphylococcus aureus CFSA15SA005,Good,,,,,,,,,JABVKC000000000,2015,
PRJNA633996,SAMN14997148,100.0,0.0,100.0,4,271315,22,99.9,1280.59399,2769599,Staphylococcus aureus CFSA15SA003,Good,MLST.Staphylococcus_aureus.5,,,,,,,,JABVKE000000000,2015,
