genome_id,genome_name,antibiotic,drug_class,final_label,n_lab_records,pubmed_ids,laboratory_typing_method,testing_standard
1280.9742,Staphylococcus aureus C00003091,erythromycin,MACROLIDE (ermA/ermC/msrA),susceptible,1,26686880,,
1280.9743,Staphylococcus aureus C00003092,erythromycin,MACROLIDE (ermA/ermC/msrA),susceptible,1,26686880,,
1280.9744,Staphylococcus aureus C00003093,erythromycin,MACROLIDE (ermA/ermC/msrA),resistant,1,26686880,,
1280.9745,Staphylococcus aureus C00003095,erythromycin,MACROLIDE (ermA/ermC/msrA),susceptible,1,26686880,,
1280.9746,Staphylococcus aureus C00003096,erythromycin,MACROLIDE (ermA/ermC/msrA),resistant,1,26686880,,
1280.9747,Staphylococcus aureus C00003098,erythromycin,MACROLIDE (ermA/ermC/msrA),susceptible,1,26686880,,
1280.9748,Staphylococcus aureus C00003099,erythromycin,MACROLIDE (ermA/ermC/msrA),susceptible,1,26686880,,
1280.9749,Staphylococcus aureus C00003100,erythromycin,MACROLIDE (ermA/ermC/msrA),susceptible,1,26686880,,
1280.9750,Staphylococcus aureus C00003101,erythromycin,MACROLIDE (ermA/ermC/msrA),susceptible,1,26686880,,
1280.9751,Staphylococcus aureus C00003102,erythromycin,MACROLIDE (ermA/ermC/msrA),susceptible,1,26686880,,
1280.9752,Staphylococcus aureus C00003103,erythromycin,MACROLIDE (ermA/ermC/msrA),susceptible,1,26686880,,
1280.9753,Staphylococcus aureus C00003104,erythromycin,MACROLIDE (ermA/ermC/msrA),resistant,1,26686880,,
1280.9754,Staphylococcus aureus C00003107,erythromycin,MACROLIDE (ermA/ermC/msrA),susceptible,1,26686880,,
1280.9755,Staphylococcus aureus C00003108,erythromycin,MACROLIDE (ermA/ermC/msrA),susceptible,1,26686880,,
1280.9756,Staphylococcus aureus C00003109,erythromycin,MACROLIDE (ermA/ermC/msrA),susceptible,1,26686880,,
1280.9757,Staphylococcus aureus C00003124,erythromycin,MACROLIDE (ermA/ermC/msrA),susceptible,1,26686880,,
1280.9758,Staphylococcus aureus C00003125,erythromycin,MACROLIDE (ermA/ermC/msrA),resistant,1,26686880,,
1280.9759,Staphylococcus aureus C00003126,erythromycin,MACROLIDE (ermA/ermC/msrA),susceptible,1,26686880,,
1280.9760,Staphylococcus aureus C00003127,erythromycin,MACROLIDE (ermA/ermC/msrA),susceptible,1,26686880,,
1280.9761,Staphylococcus aureus C00003131,erythromycin,MACROLIDE (ermA/ermC/msrA),susceptible,1,26686880,,
1280.9762,Staphylococcus aureus C00003134,erythromycin,MACROLIDE (ermA/ermC/msrA),susceptible,1,26686880,,
1280.9763,Staphylococcus aureus C00003135,erythromycin,MACROLIDE (ermA/ermC/msrA),susceptible,1,26686880,,
1280.9764,Staphylococcus aureus C00003136,erythromycin,MACROLIDE (ermA/ermC/msrA),susceptible,1,26686880,,
1280.9765,Staphylococcus aureus C00003138,erythromycin,MACROLIDE (ermA/ermC/msrA),susceptible,1,26686880,,
1280.9766,Staphylococcus aureus C00003139,erythromycin,MACROLIDE (ermA/ermC/msrA),susceptible,1,26686880,,
1280.9767,Staphylococcus aureus C00003141,erythromycin,MACROLIDE (ermA/ermC/msrA),susceptible,1,26686880,,
1280.9768,Staphylococcus aureus C00003142,erythromycin,MACROLIDE (ermA/ermC/msrA),resistant,1,26686880,,
1280.9769,Staphylococcus aureus C00003144,erythromycin,MACROLIDE (ermA/ermC/msrA),susceptible,1,26686880,,
1280.9770,Staphylococcus aureus C00003145,erythromycin,MACROLIDE (ermA/ermC/msrA),susceptible,1,26686880,,
1280.9771,Staphylococcus aureus C00003154,erythromycin,MACROLIDE (ermA/ermC/msrA),resistant,1,26686880,,
1280.9772,Staphylococcus aureus C00003156,erythromycin,MACROLIDE (ermA/ermC/msrA),susceptible,1,26686880,,
1280.9773,Staphylococcus aureus C00003158,erythromycin,MACROLIDE (ermA/ermC/msrA),susceptible,1,26686880,,
1280.9774,Staphylococcus aureus C00003161,erythromycin,MACROLIDE (ermA/ermC/msrA),susceptible,1,26686880,,
1280.9775,Staphylococcus aureus C00003159,erythromycin,MACROLIDE (ermA/ermC/msrA),susceptible,1,26686880,,
1280.9776,Staphylococcus aureus C00003162,erythromycin,MACROLIDE (ermA/ermC/msrA),susceptible,1,26686880,,
1280.9777,Staphylococcus aureus C00003163,erythromycin,MACROLIDE (ermA/ermC/msrA),susceptible,1,26686880,,
1280.9778,Staphylococcus aureus C00003165,erythromycin,MACROLIDE (ermA/ermC/msrA),susceptible,1,26686880,,
1280.9779,Staphylococcus aureus C00003166,erythromycin,MACROLIDE (ermA/ermC/msrA),susceptible,1,26686880,,
1280.9780,Staphylococcus aureus C00003167,erythromycin,MACROLIDE (ermA/ermC/msrA),susceptible,1,26686880,,
1280.9781,Staphylococcus aureus C00003169,erythromycin,MACROLIDE (ermA/ermC/msrA),susceptible,1,26686880,,
1280.9782,Staphylococcus aureus C00003171,erythromycin,MACROLIDE (ermA/ermC/msrA),susceptible,1,26686880,,
1280.9783,Staphylococcus aureus C00003172,erythromycin,MACROLIDE (ermA/ermC/msrA),susceptible,1,26686880,,
1280.9784,Staphylococcus aureus C00003175,erythromycin,MACROLIDE (ermA/ermC/msrA),susceptible,1,26686880,,
1280.9785,Staphylococcus aureus C00003176,erythromycin,MACROLIDE (ermA/ermC/msrA),susceptible,1,26686880,,
1280.9786,Staphylococcus aureus C00003177,erythromycin,MACROLIDE (ermA/ermC/msrA),susceptible,1,26686880,,
1280.9787,Staphylococcus aureus C00003178,erythromycin,MACROLIDE (ermA/ermC/msrA),susceptible,1,26686880,,
1280.9788,Staphylococcus aureus C00003179,erythromycin,MACROLIDE (ermA/ermC/msrA),susceptible,1,26686880,,
1280.9789,Staphylococcus aureus C00003180,erythromycin,MACROLIDE (ermA/ermC/msrA),susceptible,1,26686880,,
1280.9790,Staphylococcus aureus C00003184,erythromycin,MACROLIDE (ermA/ermC/msrA),susceptible,1,26686880,,
1280.9791,Staphylococcus aureus C00003183,erythromycin,MACROLIDE (ermA/ermC/msrA),susceptible,1,26686880,,
1280.9792,Staphylococcus aureus C00003188,erythromycin,MACROLIDE (ermA/ermC/msrA),susceptible,1,26686880,,
1280.9793,Staphylococcus aureus C00003189,erythromycin,MACROLIDE (ermA/ermC/msrA),resistant,1,26686880,,
1280.9794,Staphylococcus aureus C00003192,erythromycin,MACROLIDE (ermA/ermC/msrA),susceptible,1,26686880,,
1280.9795,Staphylococcus aureus C00003194,erythromycin,MACROLIDE (ermA/ermC/msrA),susceptible,1,26686880,,
1280.9796,Staphylococcus aureus C00003196,erythromycin,MACROLIDE (ermA/ermC/msrA),susceptible,1,26686880,,
1280.9797,Staphylococcus aureus C00003199,erythromycin,MACROLIDE (ermA/ermC/msrA),susceptible,1,26686880,,
1280.9798,Staphylococcus aureus C00003201,erythromycin,MACROLIDE (ermA/ermC/msrA),resistant,1,26686880,,
1280.9799,Staphylococcus aureus C00003202,erythromycin,MACROLIDE (ermA/ermC/msrA),susceptible,1,26686880,,
1280.9800,Staphylococcus aureus C00003203,erythromycin,MACROLIDE (ermA/ermC/msrA),susceptible,1,26686880,,
1280.9801,Staphylococcus aureus C00003204,erythromycin,MACROLIDE (ermA/ermC/msrA),susceptible,1,26686880,,
1280.9802,Staphylococcus aureus C00003205,erythromycin,MACROLIDE (ermA/ermC/msrA),resistant,1,26686880,,
1280.9803,Staphylococcus aureus C00003208,erythromycin,MACROLIDE (ermA/ermC/msrA),susceptible,1,26686880,,
1280.9804,Staphylococcus aureus C00003211,erythromycin,MACROLIDE (ermA/ermC/msrA),susceptible,1,26686880,,
1280.9805,Staphylococcus aureus C00003215,erythromycin,MACROLIDE (ermA/ermC/msrA),susceptible,1,26686880,,
1280.9806,Staphylococcus aureus C00003216,erythromycin,MACROLIDE (ermA/ermC/msrA),resistant,1,26686880,,
1280.9807,Staphylococcus aureus C00003217,erythromycin,MACROLIDE (ermA/ermC/msrA),resistant,1,26686880,,
1280.9808,Staphylococcus aureus C00003218,erythromycin,MACROLIDE (ermA/ermC/msrA),susceptible,1,26686880,,
1280.9809,Staphylococcus aureus C00003224,erythromycin,MACROLIDE (ermA/ermC/msrA),susceptible,1,26686880,,
1280.9810,Staphylococcus aureus C00003229,erythromycin,MACROLIDE (ermA/ermC/msrA),susceptible,1,26686880,,
1280.9811,Staphylococcus aureus C00003235,erythromycin,MACROLIDE (ermA/ermC/msrA),susceptible,1,26686880,,
1280.9812,Staphylococcus aureus C00003236,erythromycin,MACROLIDE (ermA/ermC/msrA),susceptible,1,26686880,,
1280.9813,Staphylococcus aureus C00003238,erythromycin,MACROLIDE (ermA/ermC/msrA),susceptible,1,26686880,,
1280.9814,Staphylococcus aureus C00003239,erythromycin,MACROLIDE (ermA/ermC/msrA),susceptible,1,26686880,,
1280.9815,Staphylococcus aureus C00003241,erythromycin,MACROLIDE (ermA/ermC/msrA),susceptible,1,26686880,,
1280.9816,Staphylococcus aureus C00003240,erythromycin,MACROLIDE (ermA/ermC/msrA),susceptible,1,26686880,,
1280.9817,Staphylococcus aureus C00003242,erythromycin,MACROLIDE (ermA/ermC/msrA),resistant,1,26686880,,
1280.9818,Staphylococcus aureus C00003243,erythromycin,MACROLIDE (ermA/ermC/msrA),susceptible,1,26686880,,
1280.9819,Staphylococcus aureus C00003245,erythromycin,MACROLIDE (ermA/ermC/msrA),susceptible,1,26686880,,
1280.9820,Staphylococcus aureus C00003248,erythromycin,MACROLIDE (ermA/ermC/msrA),susceptible,1,26686880,,
1280.9821,Staphylococcus aureus C00003250,erythromycin,MACROLIDE (ermA/ermC/msrA),susceptible,1,26686880,,
1280.9822,Staphylococcus aureus C00003251,erythromycin,MACROLIDE (ermA/ermC/msrA),susceptible,1,26686880,,
1280.9823,Staphylococcus aureus C00003252,erythromycin,MACROLIDE (ermA/ermC/msrA),susceptible,1,26686880,,
1280.9824,Staphylococcus aureus C00003254,erythromycin,MACROLIDE (ermA/ermC/msrA),susceptible,1,26686880,,
1280.9825,Staphylococcus aureus C00003256,erythromycin,MACROLIDE (ermA/ermC/msrA),susceptible,1,26686880,,
1280.9826,Staphylococcus aureus C00003257,erythromycin,MACROLIDE (ermA/ermC/msrA),susceptible,1,26686880,,
1280.9827,Staphylococcus aureus C00003258,erythromycin,MACROLIDE (ermA/ermC/msrA),susceptible,1,26686880,,
1280.9828,Staphylococcus aureus C00003268,erythromycin,MACROLIDE (ermA/ermC/msrA),susceptible,1,26686880,,
1280.9829,Staphylococcus aureus C00003269,erythromycin,MACROLIDE (ermA/ermC/msrA),susceptible,1,26686880,,
1280.9830,Staphylococcus aureus C00003270,erythromycin,MACROLIDE (ermA/ermC/msrA),susceptible,1,26686880,,
1280.9831,Staphylococcus aureus C00003271,erythromycin,MACROLIDE (ermA/ermC/msrA),resistant,1,26686880,,
1280.9832,Staphylococcus aureus C00003272,erythromycin,MACROLIDE (ermA/ermC/msrA),susceptible,1,26686880,,
1280.9833,Staphylococcus aureus C00003274,erythromycin,MACROLIDE (ermA/ermC/msrA),susceptible,1,26686880,,
1280.9834,Staphylococcus aureus C00003275,erythromycin,MACROLIDE (ermA/ermC/msrA),susceptible,1,26686880,,
1280.9835,Staphylococcus aureus C00003277,erythromycin,MACROLIDE (ermA/ermC/msrA),susceptible,1,26686880,,
1280.9836,Staphylococcus aureus C00003283,erythromycin,MACROLIDE (ermA/ermC/msrA),susceptible,1,26686880,,
1280.9837,Staphylococcus aureus C00003285,erythromycin,MACROLIDE (ermA/ermC/msrA),susceptible,1,26686880,,
1280.9838,Staphylococcus aureus C00003286,erythromycin,MACROLIDE (ermA/ermC/msrA),susceptible,1,26686880,,
1280.9839,Staphylococcus aureus C00003288,erythromycin,MACROLIDE (ermA/ermC/msrA),susceptible,1,26686880,,
1280.9840,Staphylococcus aureus C00003290,erythromycin,MACROLIDE (ermA/ermC/msrA),susceptible,1,26686880,,
1280.9841,Staphylococcus aureus C00003292,erythromycin,MACROLIDE (ermA/ermC/msrA),susceptible,1,26686880,,
1280.9842,Staphylococcus aureus C00003294,erythromycin,MACROLIDE (ermA/ermC/msrA),susceptible,1,26686880,,
1280.9843,Staphylococcus aureus C00003296,erythromycin,MACROLIDE (ermA/ermC/msrA),resistant,1,26686880,,
1280.9844,Staphylococcus aureus C00003306,erythromycin,MACROLIDE (ermA/ermC/msrA),susceptible,1,26686880,,
1280.9845,Staphylococcus aureus C00003307,erythromycin,MACROLIDE (ermA/ermC/msrA),susceptible,1,26686880,,
1280.9846,Staphylococcus aureus C00003308,erythromycin,MACROLIDE (ermA/ermC/msrA),susceptible,1,26686880,,
1280.9847,Staphylococcus aureus C00003316,erythromycin,MACROLIDE (ermA/ermC/msrA),susceptible,1,26686880,,
1280.9848,Staphylococcus aureus C00003328,erythromycin,MACROLIDE (ermA/ermC/msrA),susceptible,1,26686880,,
1280.9849,Staphylococcus aureus C00003330,erythromycin,MACROLIDE (ermA/ermC/msrA),susceptible,1,26686880,,
1280.9850,Staphylococcus aureus C00003344,erythromycin,MACROLIDE (ermA/ermC/msrA),susceptible,1,26686880,,
1280.9851,Staphylococcus aureus C00003346,erythromycin,MACROLIDE (ermA/ermC/msrA),susceptible,1,26686880,,
1280.9852,Staphylococcus aureus C00003347,erythromycin,MACROLIDE (ermA/ermC/msrA),susceptible,1,26686880,,
1280.9853,Staphylococcus aureus C00003349,erythromycin,MACROLIDE (ermA/ermC/msrA),resistant,1,26686880,,
1280.9854,Staphylococcus aureus C00003350,erythromycin,MACROLIDE (ermA/ermC/msrA),susceptible,1,26686880,,
1280.9855,Staphylococcus aureus C00003354,erythromycin,MACROLIDE (ermA/ermC/msrA),resistant,1,26686880,,
1280.9856,Staphylococcus aureus C00003355,erythromycin,MACROLIDE (ermA/ermC/msrA),susceptible,1,26686880,,
1280.9857,Staphylococcus aureus C00003358,erythromycin,MACROLIDE (ermA/ermC/msrA),susceptible,1,26686880,,
1280.9858,Staphylococcus aureus C00003359,erythromycin,MACROLIDE (ermA/ermC/msrA),susceptible,1,26686880,,
1280.9859,Staphylococcus aureus C00003360,erythromycin,MACROLIDE (ermA/ermC/msrA),resistant,1,26686880,,
1280.9860,Staphylococcus aureus C00003362,erythromycin,MACROLIDE (ermA/ermC/msrA),susceptible,1,26686880,,
1280.9861,Staphylococcus aureus C00003363,erythromycin,MACROLIDE (ermA/ermC/msrA),susceptible,1,26686880,,
1280.9862,Staphylococcus aureus C00003364,erythromycin,MACROLIDE (ermA/ermC/msrA),susceptible,1,26686880,,
1280.9863,Staphylococcus aureus C00003365,erythromycin,MACROLIDE (ermA/ermC/msrA),susceptible,1,26686880,,
1280.9864,Staphylococcus aureus C00003367,erythromycin,MACROLIDE (ermA/ermC/msrA),susceptible,1,26686880,,
1280.9865,Staphylococcus aureus C00003370,erythromycin,MACROLIDE (ermA/ermC/msrA),susceptible,1,26686880,,
1280.9866,Staphylococcus aureus C00003371,erythromycin,MACROLIDE (ermA/ermC/msrA),susceptible,1,26686880,,
1280.9867,Staphylococcus aureus C00003378,erythromycin,MACROLIDE (ermA/ermC/msrA),susceptible,1,26686880,,
1280.9868,Staphylococcus aureus C00003380,erythromycin,MACROLIDE (ermA/ermC/msrA),susceptible,1,26686880,,
1280.9869,Staphylococcus aureus C00003379,erythromycin,MACROLIDE (ermA/ermC/msrA),susceptible,1,26686880,,
1280.9870,Staphylococcus aureus C00003387,erythromycin,MACROLIDE (ermA/ermC/msrA),susceptible,1,26686880,,
1280.9871,Staphylococcus aureus C00003383,erythromycin,MACROLIDE (ermA/ermC/msrA),susceptible,1,26686880,,
1280.9872,Staphylococcus aureus C00003390,erythromycin,MACROLIDE (ermA/ermC/msrA),susceptible,1,26686880,,
1280.9873,Staphylococcus aureus C00003392,erythromycin,MACROLIDE (ermA/ermC/msrA),susceptible,1,26686880,,
1280.9874,Staphylococcus aureus C00003393,erythromycin,MACROLIDE (ermA/ermC/msrA),susceptible,1,26686880,,
1280.9875,Staphylococcus aureus C00003395,erythromycin,MACROLIDE (ermA/ermC/msrA),resistant,1,26686880,,
1280.9876,Staphylococcus aureus C00003397,erythromycin,MACROLIDE (ermA/ermC/msrA),susceptible,1,26686880,,
1280.9877,Staphylococcus aureus C00003399,erythromycin,MACROLIDE (ermA/ermC/msrA),susceptible,1,26686880,,
1280.9878,Staphylococcus aureus C00003403,erythromycin,MACROLIDE (ermA/ermC/msrA),susceptible,1,26686880,,
1280.9879,Staphylococcus aureus C00003408,erythromycin,MACROLIDE (ermA/ermC/msrA),susceptible,1,26686880,,
1280.9880,Staphylococcus aureus C00003409,erythromycin,MACROLIDE (ermA/ermC/msrA),susceptible,1,26686880,,
1280.9881,Staphylococcus aureus C00003410,erythromycin,MACROLIDE (ermA/ermC/msrA),susceptible,1,26686880,,
1280.9882,Staphylococcus aureus C00003412,erythromycin,MACROLIDE (ermA/ermC/msrA),susceptible,1,26686880,,
1280.9883,Staphylococcus aureus C00003419,erythromycin,MACROLIDE (ermA/ermC/msrA),susceptible,1,26686880,,
1280.9884,Staphylococcus aureus C00003413,erythromycin,MACROLIDE (ermA/ermC/msrA),susceptible,1,26686880,,
1280.9885,Staphylococcus aureus C00003421,erythromycin,MACROLIDE (ermA/ermC/msrA),susceptible,1,26686880,,
1280.9886,Staphylococcus aureus C00003422,erythromycin,MACROLIDE (ermA/ermC/msrA),susceptible,1,26686880,,
1280.9887,Staphylococcus aureus C00003423,erythromycin,MACROLIDE (ermA/ermC/msrA),susceptible,1,26686880,,
1280.9888,Staphylococcus aureus C00003424,erythromycin,MACROLIDE (ermA/ermC/msrA),susceptible,1,26686880,,
1280.9889,Staphylococcus aureus C00003425,erythromycin,MACROLIDE (ermA/ermC/msrA),susceptible,1,26686880,,
1280.9890,Staphylococcus aureus C00007061,erythromycin,MACROLIDE (ermA/ermC/msrA),susceptible,1,26686880,,
1280.9891,Staphylococcus aureus C00007068,erythromycin,MACROLIDE (ermA/ermC/msrA),susceptible,1,26686880,,
1280.9892,Staphylococcus aureus C00007070,erythromycin,MACROLIDE (ermA/ermC/msrA),susceptible,1,26686880,,
1280.9893,Staphylococcus aureus C00007079,erythromycin,MACROLIDE (ermA/ermC/msrA),susceptible,1,26686880,,
1280.9894,Staphylococcus aureus C00007091,erythromycin,MACROLIDE (ermA/ermC/msrA),susceptible,1,26686880,,
1280.9895,Staphylococcus aureus C00007092,erythromycin,MACROLIDE (ermA/ermC/msrA),susceptible,1,26686880,,
1280.9896,Staphylococcus aureus C00007093,erythromycin,MACROLIDE (ermA/ermC/msrA),susceptible,1,26686880,,
1280.9897,Staphylococcus aureus C00007102,erythromycin,MACROLIDE (ermA/ermC/msrA),resistant,1,26686880,,
1280.9898,Staphylococcus aureus C00007103,erythromycin,MACROLIDE (ermA/ermC/msrA),susceptible,1,26686880,,
1280.9899,Staphylococcus aureus C00007105,erythromycin,MACROLIDE (ermA/ermC/msrA),resistant,1,26686880,,
1280.9900,Staphylococcus aureus C00007110,erythromycin,MACROLIDE (ermA/ermC/msrA),resistant,1,26686880,,
1280.9901,Staphylococcus aureus C00007111,erythromycin,MACROLIDE (ermA/ermC/msrA),susceptible,1,26686880,,
1280.9902,Staphylococcus aureus C00007113,erythromycin,MACROLIDE (ermA/ermC/msrA),susceptible,1,26686880,,
1280.9903,Staphylococcus aureus C00007114,erythromycin,MACROLIDE (ermA/ermC/msrA),resistant,1,26686880,,
1280.9904,Staphylococcus aureus C00007116,erythromycin,MACROLIDE (ermA/ermC/msrA),resistant,1,26686880,,
1280.9905,Staphylococcus aureus C00008627,erythromycin,MACROLIDE (ermA/ermC/msrA),susceptible,1,26686880,,
1280.9906,Staphylococcus aureus C00008629,erythromycin,MACROLIDE (ermA/ermC/msrA),resistant,1,26686880,,
1280.9907,Staphylococcus aureus C00008630,erythromycin,MACROLIDE (ermA/ermC/msrA),susceptible,1,26686880,,
1280.9908,Staphylococcus aureus C00008632,erythromycin,MACROLIDE (ermA/ermC/msrA),susceptible,1,26686880,,
1280.9909,Staphylococcus aureus C00008637,erythromycin,MACROLIDE (ermA/ermC/msrA),resistant,1,26686880,,
1280.9910,Staphylococcus aureus C00008638,erythromycin,MACROLIDE (ermA/ermC/msrA),susceptible,1,26686880,,
1280.9911,Staphylococcus aureus C00008949,erythromycin,MACROLIDE (ermA/ermC/msrA),susceptible,1,26686880,,
1280.9912,Staphylococcus aureus C00008946,erythromycin,MACROLIDE (ermA/ermC/msrA),susceptible,1,26686880,,
1280.9913,Staphylococcus aureus C00008959,erythromycin,MACROLIDE (ermA/ermC/msrA),resistant,1,26686880,,
1280.9914,Staphylococcus aureus C00008970,erythromycin,MACROLIDE (ermA/ermC/msrA),resistant,1,26686880,,
1280.9915,Staphylococcus aureus C00008971,erythromycin,MACROLIDE (ermA/ermC/msrA),susceptible,1,26686880,,
1280.9916,Staphylococcus aureus C00008973,erythromycin,MACROLIDE (ermA/ermC/msrA),susceptible,1,26686880,,
1280.9917,Staphylococcus aureus C00008982,erythromycin,MACROLIDE (ermA/ermC/msrA),resistant,1,26686880,,
1280.9918,Staphylococcus aureus C00008984,erythromycin,MACROLIDE (ermA/ermC/msrA),resistant,1,26686880,,
1280.9919,Staphylococcus aureus C00008994,erythromycin,MACROLIDE (ermA/ermC/msrA),resistant,1,26686880,,
1280.9920,Staphylococcus aureus C00008997,erythromycin,MACROLIDE (ermA/ermC/msrA),resistant,1,26686880,,
1280.9921,Staphylococcus aureus C00009006,erythromycin,MACROLIDE (ermA/ermC/msrA),susceptible,1,26686880,,
1280.9922,Staphylococcus aureus C00009008,erythromycin,MACROLIDE (ermA/ermC/msrA),susceptible,1,26686880,,
1280.9923,Staphylococcus aureus C00009017,erythromycin,MACROLIDE (ermA/ermC/msrA),susceptible,1,26686880,,
1280.9924,Staphylococcus aureus C00009018,erythromycin,MACROLIDE (ermA/ermC/msrA),susceptible,1,26686880,,
1280.9925,Staphylococcus aureus C00012736,erythromycin,MACROLIDE (ermA/ermC/msrA),resistant,1,26686880,,
1280.9926,Staphylococcus aureus C00012738,erythromycin,MACROLIDE (ermA/ermC/msrA),resistant,1,26686880,,
1280.9927,Staphylococcus aureus C00012741,erythromycin,MACROLIDE (ermA/ermC/msrA),susceptible,1,26686880,,
1280.9928,Staphylococcus aureus C00012745,erythromycin,MACROLIDE (ermA/ermC/msrA),susceptible,1,26686880,,
1280.9929,Staphylococcus aureus C00012746,erythromycin,MACROLIDE (ermA/ermC/msrA),resistant,1,26686880,,
1280.9930,Staphylococcus aureus C00012747,erythromycin,MACROLIDE (ermA/ermC/msrA),susceptible,1,26686880,,
1280.9931,Staphylococcus aureus C00012748,erythromycin,MACROLIDE (ermA/ermC/msrA),susceptible,1,26686880,,
1280.9932,Staphylococcus aureus C00012750,erythromycin,MACROLIDE (ermA/ermC/msrA),resistant,1,26686880,,
1280.9933,Staphylococcus aureus C00012751,erythromycin,MACROLIDE (ermA/ermC/msrA),susceptible,1,26686880,,
1280.9934,Staphylococcus aureus C00012753,erythromycin,MACROLIDE (ermA/ermC/msrA),susceptible,1,26686880,,
1280.9935,Staphylococcus aureus C00012754,erythromycin,MACROLIDE (ermA/ermC/msrA),susceptible,1,26686880,,
1280.9936,Staphylococcus aureus C00012761,erythromycin,MACROLIDE (ermA/ermC/msrA),resistant,1,26686880,,
1280.9937,Staphylococcus aureus C00012760,erythromycin,MACROLIDE (ermA/ermC/msrA),susceptible,1,26686880,,
1280.9938,Staphylococcus aureus C00012764,erythromycin,MACROLIDE (ermA/ermC/msrA),susceptible,1,26686880,,
1280.9939,Staphylococcus aureus C00012771,erythromycin,MACROLIDE (ermA/ermC/msrA),susceptible,1,26686880,,
1280.9940,Staphylococcus aureus C00012773,erythromycin,MACROLIDE (ermA/ermC/msrA),susceptible,1,26686880,,
1280.9941,Staphylococcus aureus C00012781,erythromycin,MACROLIDE (ermA/ermC/msrA),resistant,1,26686880,,
1280.9942,Staphylococcus aureus C00012782,erythromycin,MACROLIDE (ermA/ermC/msrA),susceptible,1,26686880,,
1280.9943,Staphylococcus aureus C00012783,erythromycin,MACROLIDE (ermA/ermC/msrA),susceptible,1,26686880,,
1280.9944,Staphylococcus aureus C00012785,erythromycin,MACROLIDE (ermA/ermC/msrA),susceptible,1,26686880,,
1280.9945,Staphylococcus aureus C00012784,erythromycin,MACROLIDE (ermA/ermC/msrA),susceptible,1,26686880,,
1280.9946,Staphylococcus aureus C00012786,erythromycin,MACROLIDE (ermA/ermC/msrA),susceptible,1,26686880,,
1280.9947,Staphylococcus aureus C00012789,erythromycin,MACROLIDE (ermA/ermC/msrA),susceptible,1,26686880,,
1280.9948,Staphylococcus aureus C00012790,erythromycin,MACROLIDE (ermA/ermC/msrA),resistant,1,26686880,,
1280.9949,Staphylococcus aureus C00012792,erythromycin,MACROLIDE (ermA/ermC/msrA),susceptible,1,26686880,,
1280.9950,Staphylococcus aureus C00012797,erythromycin,MACROLIDE (ermA/ermC/msrA),susceptible,1,26686880,,
1280.9951,Staphylococcus aureus C00012800,erythromycin,MACROLIDE (ermA/ermC/msrA),susceptible,1,26686880,,
1280.9952,Staphylococcus aureus C00012803,erythromycin,MACROLIDE (ermA/ermC/msrA),susceptible,1,26686880,,
1280.9953,Staphylococcus aureus C00012804,erythromycin,MACROLIDE (ermA/ermC/msrA),susceptible,1,26686880,,
1280.9954,Staphylococcus aureus C00012811,erythromycin,MACROLIDE (ermA/ermC/msrA),resistant,1,26686880,,
1280.9955,Staphylococcus aureus C00012812,erythromycin,MACROLIDE (ermA/ermC/msrA),susceptible,1,26686880,,
1280.9956,Staphylococcus aureus C00012813,erythromycin,MACROLIDE (ermA/ermC/msrA),susceptible,1,26686880,,
1280.9957,Staphylococcus aureus C00012814,erythromycin,MACROLIDE (ermA/ermC/msrA),susceptible,1,26686880,,
1280.9958,Staphylococcus aureus C00012815,erythromycin,MACROLIDE (ermA/ermC/msrA),susceptible,1,26686880,,
1280.9959,Staphylococcus aureus C00012816,erythromycin,MACROLIDE (ermA/ermC/msrA),resistant,1,26686880,,
1280.9960,Staphylococcus aureus C00012817,erythromycin,MACROLIDE (ermA/ermC/msrA),susceptible,1,26686880,,
1280.9961,Staphylococcus aureus C00012818,erythromycin,MACROLIDE (ermA/ermC/msrA),susceptible,1,26686880,,
1280.9962,Staphylococcus aureus C00012821,erythromycin,MACROLIDE (ermA/ermC/msrA),susceptible,1,26686880,,
1280.9963,Staphylococcus aureus C00012826,erythromycin,MACROLIDE (ermA/ermC/msrA),susceptible,1,26686880,,
1280.9964,Staphylococcus aureus C00012829,erythromycin,MACROLIDE (ermA/ermC/msrA),resistant,1,26686880,,
1280.9965,Staphylococcus aureus C00013156,erythromycin,MACROLIDE (ermA/ermC/msrA),resistant,1,26686880,,
1280.9966,Staphylococcus aureus C00013157,erythromycin,MACROLIDE (ermA/ermC/msrA),resistant,1,26686880,,
1280.9967,Staphylococcus aureus C00013158,erythromycin,MACROLIDE (ermA/ermC/msrA),susceptible,1,26686880,,
1280.9968,Staphylococcus aureus C00013162,erythromycin,MACROLIDE (ermA/ermC/msrA),resistant,1,26686880,,
1280.9969,Staphylococcus aureus C00013163,erythromycin,MACROLIDE (ermA/ermC/msrA),susceptible,1,26686880,,
1280.9970,Staphylococcus aureus C00013164,erythromycin,MACROLIDE (ermA/ermC/msrA),susceptible,1,26686880,,
1280.9971,Staphylococcus aureus C00013165,erythromycin,MACROLIDE (ermA/ermC/msrA),resistant,1,26686880,,
1280.9972,Staphylococcus aureus C00013167,erythromycin,MACROLIDE (ermA/ermC/msrA),resistant,1,26686880,,
1280.9973,Staphylococcus aureus C00013173,erythromycin,MACROLIDE (ermA/ermC/msrA),susceptible,1,26686880,,
1280.9974,Staphylococcus aureus C00013175,erythromycin,MACROLIDE (ermA/ermC/msrA),susceptible,1,26686880,,
